Trial,Step_500,Step_1000,Step_1500,Step_2000,Step_2500,Step_3000,Step_3500,Step_4000,Step_4500,Step_5000,Step_5500,Step_6000,Step_6500,Step_7000,Step_7500,Step_8000,Step_8500,Step_9000,Step_9500,Step_10000
1,-9.095617515843848,-38.72065703212566,-22.07611633866477,-25.490010785106865,5.984194256275794,-22.39376650507649,-35.22792076535429,-4.785667678761844,-4.235873419826404,8.557943857262192,2.5169228585841226,4.536097664532251,-6.4760285672674325,-43.87360585052935,23.72782932241477,-11.268201334417094,17.610160688006758,7.795975950314376,-0.18743873233115949,-12.301372701494532
2,-21.20728682500997,-29.934523183567027,3.5750141052474818,3.2629430267555564,-6.685525289770451,8.528537665717725,25.694650580970933,15.57551668903697,-11.726735976680615,20.230445291076993,-9.456241452668847,-27.864509639506224,-0.6101103307332189,23.475639021785344,-25.388462311932102,-33.15770567628033,-34.524113386886334,8.27847844503299,-21.32524695913954,-22.64290311171355
3,59.205118934111795,87.57753161007636,77.13523718069074,90.79288718589842,156.35448097942754,90.23345920100752,87.40245283053274,66.6255860884163,72.06188322506007,49.822976511534975,30.41589424985302,44.30312372976104,68.47730201641828,66.39285792673928,126.58534564586736,113.80523570841494,125.65939663258676,73.81447585622537,80.54239222291713,37.33102728583979
4,21.259832026460476,70.13377620979179,75.22352830977792,-28.7384019420574,18.19762664511602,15.955302024834195,55.580715260576135,51.74488544034041,24.45989928961643,66.81703139285281,68.78328598492395,70.72543515910853,60.20526730694391,36.47717115900828,58.323395606271,32.50260579484506,53.958109488119355,34.43118954520063,7.067601977664739,58.775428096107724
5,29.348159778393555,51.38033914446658,81.19293912298248,30.757364843569846,14.446074156681487,72.56288184777033,92.75430956936643,101.82544816165708,104.52082299192662,79.10666700793274,31.501190407368394,20.37954533876583,62.797548480602295,108.46437461655576,88.6033781077812,79.59612934546419,57.05534547610013,26.419632992908696,-24.774623914134047,32.84154146030294
6,29.01785006208717,2.676654153554959,37.81202703604308,19.71050793642992,48.58564276050826,22.581545257309223,44.4529432456953,63.433750656090545,12.527813260839347,-7.546957975349914,4.99690006007923,15.237684356496072,30.21692509227937,28.917637361756334,30.92298201374296,23.168399143602265,27.332564766128073,-14.213761745221337,26.588304045202108,55.34367573502159
7,-14.878606456378233,-44.89038987990641,-29.284821439238954,11.19339491210941,-16.93517224652778,-32.15687964877978,-47.90164627525032,-20.81579771721695,-40.66157610180432,-11.015791734448127,5.423617080151848,-5.163916024398546,-32.414103783977026,-43.227118778423126,-77.94518438281634,-45.40254526402638,-67.66710143025097,-56.3811104237124,-29.641031002822313,-57.32023383127599
8,9.07321299570849,22.13095193733682,-11.42466339353625,-26.151515198241274,8.189639288970998,29.317120223376204,54.92179373593023,110.72357707584034,63.61479552318148,28.661256760284306,-16.949138009688898,47.496829277850395,34.65293560332967,42.81695975880446,72.885330485068,30.558219788771034,51.40396149734016,-4.906891716301932,-16.92292542690368,14.13841346327497
9,-12.761605649187247,58.042816793924445,20.377184601701902,-2.875797706447963,-58.130404205462455,-54.308585468605685,-61.85212316073834,-0.7721217629440446,15.508930072010205,46.10366194863041,-11.110565336045067,2.4156266864514335,-55.490191116170784,48.15805573695714,24.109696045701554,-11.863620280187064,15.288351170256018,1.1643770319560403,20.783979905722674,-37.12601527838864
10,-40.71986961955833,-4.78886419975558,-30.891208232287667,11.749473955093885,-0.2709133996764564,-18.121886643501767,30.04435720754205,-5.628628593974777,16.247269018393684,-15.103558036824248,-40.23654229269383,-20.623851193549218,-2.824934088774455,-0.5496186969470707,2.551509770854495,34.125743804839914,43.51362084879415,-1.9105567079377732,9.573580047629504,-23.981158162089407
