aggregate_summary.csv

Number of Trials with Mean Rock Displacement <= 0,1
Specific Trials with Mean Rock Displacement <= 0,417

Number of Trials with Mean BBot Displacement <= 0,95
Specific Trials with Mean BBot Displacement <= 0,"3, 7, 9, 12, 48, 49, 91, 105, 137, 149, 152, 153, 171, 196, 206, 218, 225, 228, 240, 242, 252, 259, 271, 275, 276, 286, 307, 322, 334, 336, 341, 346, 351, 361, 371, 413, 423, 432, 439, 472, 475, 480, 498, 507, 518, 526, 532, 533, 543, 553, 566, 579, 599, 604, 606, 617, 626, 650, 652, 676, 698, 699, 707, 719, 720, 721, 722, 729, 731, 754, 761, 774, 778, 786, 787, 794, 805, 815, 821, 822, 827, 865, 873, 883, 897, 917, 933, 945, 949, 959, 961, 967, 971, 972, 983"

Total Trials,1000

,Mean of Pooled Rock Displacement (px),46.47
,SD of Above (px),64.3
,Mean of Intra-Run Rock Displacement (px),46.47
,SD of Above (px),26.2

,Mean of Pooled Bbot Displacements (px),71.16
,SD of Above (px),174.74
,Mean of Intra-Run Bbot Displacements (px),71.16
,SD of Above (px),55.0

,Mean of Pooled Bbot Stop Times (s),14.16
,SD of Above (s),15.12
,Mean of Intra-Run Stop Time Means (s),14.16
,SD of Above (s),11.71


Trial,Duration,Mean Rock Displacement,Rock Displacement SD,Mean BBot Displacement,BBot Displacement SD,Mean BBot Stop Time,BBot Stop SD
354,18.03,24.88,43.63,49.35,154.95,4.08,4.44
355,25.62,88.19,76.87,133.17,153.29,15.22,7.89
356,31.02,30.18,41.94,38.03,163.71,9.68,8.52
357,24.47,48.63,71.79,1.95,137.71,8.82,8.15
358,21.98,45.0,46.37,88.29,132.97,4.42,4.87
359,34.67,59.03,80.05,98.79,172.76,15.46,10.56
360,24.58,32.44,51.18,88.54,148.41,11.9,7.34
361,14.97,3.63,17.68,-72.22,137.09,5.85,4.87
362,23.57,33.53,81.57,66.78,151.62,9.44,7.34
363,27.8,60.22,49.69,151.1,186.11,11.77,8.11
364,26.1,33.38,42.84,80.44,231.2,7.78,4.96
365,45.47,47.62,62.16,135.59,201.43,21.6,12.76
366,23.73,41.31,49.67,59.98,168.23,7.07,6.55
367,57.35,41.1,43.27,37.26,179.24,13.73,14.5
368,33.9,40.56,35.34,42.37,222.42,10.21,7.89
369,29.43,42.13,60.42,50.2,158.06,11.46,7.25
370,25.8,37.95,56.38,26.23,205.48,8.68,6.11
371,15.87,26.28,40.5,-5.12,135.97,3.75,3.61
372,91.05,98.68,76.56,241.92,190.55,56.29,28.49
373,36.77,37.57,52.4,105.22,196.46,9.15,8.57
374,32.75,60.07,45.1,104.56,190.92,16.47,10.24
375,17.1,31.7,42.34,49.26,145.82,4.05,4.21
376,78.73,60.59,56.73,80.89,194.49,38.02,20.16
377,30.47,59.43,74.06,104.51,182.47,12.75,8.52
378,44.52,61.5,59.01,37.86,158.24,18.44,14.86
379,21.57,54.35,62.82,86.05,146.24,7.45,5.83
380,24.37,48.8,57.07,86.1,182.34,7.28,6.74
381,49.97,49.0,68.97,108.19,188.96,17.63,13.43
382,26.9,50.65,59.44,138.75,188.4,11.29,7.24
383,37.85,31.81,45.97,79.64,180.33,8.87,8.79
384,20.58,26.6,48.18,62.29,148.27,5.93,5.2
385,36.0,61.54,52.92,91.96,149.3,15.62,12.47
386,44.08,77.36,63.47,72.9,126.31,20.42,11.47
387,77.95,62.48,85.02,83.98,182.89,42.52,20.89
388,15.93,39.59,40.26,38.18,148.6,5.93,4.11
389,10.87,33.14,35.25,42.2,152.13,3.55,2.98
390,45.48,40.89,57.24,112.57,164.23,16.4,10.96
391,31.38,44.18,56.41,162.83,162.79,20.16,5.75
392,15.15,34.48,34.44,43.42,161.97,4.16,3.71
393,21.28,51.34,57.95,42.33,156.34,7.57,7.7
394,70.68,83.53,77.91,100.1,177.3,26.77,12.27
395,10.15,13.97,22.24,49.63,156.05,3.2,2.36
396,35.35,40.36,73.62,82.91,206.12,15.49,9.43
397,30.53,63.27,58.28,96.42,189.4,11.92,6.85
398,21.9,65.91,53.63,68.87,153.48,10.43,5.39
399,36.4,48.01,53.91,19.71,146.08,14.42,9.53
400,25.6,56.53,69.29,79.79,195.16,11.89,5.25
401,18.78,33.13,54.78,12.44,188.71,10.28,5.11
402,69.03,95.07,106.15,132.91,159.94,43.84,18.07
403,57.77,128.47,111.78,174.47,132.64,39.85,16.97
404,28.35,67.72,67.71,114.04,171.69,9.19,6.35
405,42.25,60.84,60.08,112.72,191.37,21.77,7.77
406,49.3,60.92,70.3,125.43,177.27,22.73,13.39
407,24.27,72.0,68.86,45.63,150.14,15.15,6.4
408,47.0,42.4,53.97,169.93,161.43,17.22,10.65
409,22.32,43.53,47.9,65.62,206.62,10.14,7.28
410,30.35,49.24,88.25,33.6,163.7,10.79,9.43
411,21.3,41.55,80.93,126.27,184.35,12.59,6.4
412,48.82,70.62,79.2,163.2,181.12,34.25,12.66
413,18.85,23.43,36.21,-12.65,177.96,9.41,6.22
414,39.3,69.69,58.89,39.7,192.8,16.07,9.2
415,15.48,28.22,39.87,45.22,137.37,4.66,4.55
416,10.7,22.64,37.45,13.05,140.56,4.63,3.55
417,18.78,-0.94,14.72,17.13,140.98,2.83,3.16
418,30.5,46.84,49.6,64.53,168.74,12.23,8.91
419,38.95,80.7,56.73,138.07,172.84,24.09,9.83
420,27.97,39.8,55.73,74.85,156.88,13.35,8.6
421,22.33,40.34,38.3,53.24,181.07,6.8,4.76
422,45.18,42.97,53.5,126.47,163.81,21.26,13.11
423,11.07,23.12,39.08,-24.97,153.41,4.29,3.25
424,23.95,66.58,58.93,132.42,176.78,12.48,6.56
425,10.42,27.8,34.29,30.65,136.54,3.02,2.49
426,40.05,45.93,44.7,68.82,192.98,7.59,7.55
427,40.65,84.17,82.98,133.64,189.88,19.05,10.22
428,14.67,14.84,15.74,0.02,169.73,3.32,3.6
429,39.47,47.25,49.66,112.84,159.41,13.82,12.67
430,80.98,132.21,124.6,188.07,178.85,47.64,19.96
431,48.8,45.68,62.49,122.32,166.59,27.09,15.33
432,14.02,18.92,49.23,-1.57,172.3,5.87,3.01
433,38.5,57.1,50.94,61.19,196.43,17.47,12.52
434,29.22,51.32,47.67,78.3,123.52,10.68,6.4
435,36.47,52.23,67.08,77.7,175.03,18.03,13.15
436,36.5,58.15,65.81,94.39,177.84,9.53,8.52
437,39.58,98.99,75.22,165.14,182.24,27.43,8.28
438,65.98,89.48,70.06,122.68,198.97,38.01,15.33
439,26.98,19.44,40.83,-14.61,157.61,9.36,7.37
440,29.88,34.29,49.77,13.18,189.4,10.07,8.87
441,32.8,45.04,51.04,99.23,163.77,14.84,8.52
442,26.38,61.29,86.61,68.64,169.62,13.01,7.57
443,39.58,57.23,75.24,74.33,160.1,13.75,7.5
444,34.23,63.22,65.3,103.14,151.97,15.85,9.24
445,11.62,11.72,22.56,45.36,149.39,3.92,2.91
446,31.43,40.75,51.58,96.86,160.85,7.24,5.26
447,28.13,24.2,44.24,2.96,184.94,10.91,8.96
448,25.63,44.15,62.73,56.98,202.47,10.33,6.86
449,12.83,11.53,31.54,21.86,126.27,2.46,2.33
450,24.72,24.42,42.92,72.44,180.79,9.96,4.48
451,40.92,113.61,94.0,159.97,165.27,25.4,10.36
452,25.33,53.67,81.29,126.22,179.48,13.51,7.05
453,36.77,86.46,106.02,112.33,155.76,13.96,12.1
454,26.17,33.31,42.03,43.31,185.77,9.72,7.03
455,20.23,44.62,63.52,75.15,110.67,7.37,6.27
456,42.43,75.19,123.21,151.32,177.6,17.69,10.21
457,25.7,44.6,87.31,32.52,167.57,10.12,6.17
458,6.55,25.31,32.24,22.76,106.34,1.98,1.72
459,61.78,81.15,75.65,186.57,181.74,33.07,14.2
460,33.87,37.96,41.63,135.3,177.31,22.31,11.7
461,18.72,25.38,41.57,32.07,160.3,7.34,5.93
462,13.02,0.36,22.86,11.25,142.73,4.66,3.57
463,15.77,52.11,56.08,52.61,167.55,8.46,4.85
464,20.15,47.42,57.08,79.99,194.18,9.06,4.64
465,16.07,29.7,50.14,108.6,158.63,7.71,4.87
466,21.55,30.07,43.5,65.39,140.56,9.67,7.34
467,15.18,52.25,44.33,93.66,144.47,7.81,4.09
468,18.48,39.05,36.07,142.39,129.55,8.08,6.07
469,12.92,29.01,40.94,48.18,126.7,6.32,3.78
470,22.52,35.13,28.58,17.91,149.31,9.14,6.19
471,22.88,3.73,14.92,1.9,133.49,4.04,4.98
472,30.97,19.3,31.17,-24.12,173.35,11.48,9.09
473,27.27,63.54,70.73,67.87,168.88,16.71,6.97
474,8.5,22.73,33.34,17.47,165.75,4.45,2.44
475,21.95,35.7,46.56,-17.92,184.47,6.71,5.38
476,20.85,55.26,61.87,118.01,166.48,13.1,5.83
477,43.23,60.28,65.88,105.54,186.51,20.27,12.3
478,29.82,36.22,49.39,14.77,180.89,10.71,10.33
479,24.57,16.94,33.6,28.23,143.0,7.32,7.38
480,14.77,25.42,35.72,-30.95,161.74,5.51,3.4
481,48.37,66.32,70.76,140.21,210.3,15.43,11.83
482,38.88,83.54,60.44,208.4,135.67,22.36,9.05
483,22.55,58.59,99.3,67.04,174.78,10.05,5.86
484,31.43,37.85,54.11,32.37,167.13,11.3,10.17
485,26.7,52.77,77.91,50.97,175.12,9.22,5.73
486,56.73,89.92,66.14,158.51,181.63,43.56,13.73
487,37.18,69.66,80.27,112.7,138.3,21.67,11.4
488,29.58,48.13,55.14,151.74,170.03,12.85,7.1
489,23.62,40.5,51.32,98.16,153.07,12.68,6.65
490,17.58,27.88,47.93,53.58,149.04,5.82,5.79
491,22.03,25.21,53.14,96.36,154.06,5.11,4.82
492,35.08,92.84,99.47,144.59,168.5,16.2,9.87
493,20.65,38.46,71.96,35.65,181.87,6.52,5.69
494,31.92,70.92,85.91,112.1,154.05,12.54,7.7
495,40.23,71.25,71.86,42.12,194.5,18.86,10.26
496,34.62,40.23,60.48,142.41,207.2,16.85,9.69
497,35.68,60.6,90.81,105.68,167.89,17.94,9.28
498,13.85,18.4,29.03,-8.61,171.47,5.5,3.94
499,18.97,32.17,35.25,54.86,156.53,9.22,5.92
500,14.52,28.87,51.45,51.46,157.56,7.65,4.45
501,52.3,84.35,88.62,122.69,163.93,34.28,12.83
502,56.22,95.7,82.24,133.62,178.35,33.43,11.76
503,42.17,75.71,93.59,102.53,209.21,34.58,3.74
504,23.6,32.9,53.6,52.85,156.22,8.71,6.05
505,20.18,29.64,27.61,82.65,169.3,7.62,4.87
506,21.42,28.99,64.46,61.44,158.72,8.5,6.26
507,17.77,17.75,28.8,-14.46,133.92,4.85,4.59
508,14.82,24.65,48.4,18.0,151.26,2.48,2.51
509,34.35,36.21,54.77,68.96,160.91,20.22,11.31
510,10.75,19.65,28.65,57.22,140.78,3.29,2.89
511,24.15,53.18,95.08,49.7,134.68,7.49,6.88
512,59.9,44.41,70.45,121.32,178.18,22.02,16.56
513,28.52,56.23,57.79,76.73,143.81,12.03,8.7
514,47.88,62.4,82.78,87.3,190.68,24.9,13.55
515,15.37,10.54,24.37,25.76,162.85,4.14,3.52
516,25.0,45.64,52.88,41.77,192.99,12.27,7.7
517,25.62,38.22,52.68,84.79,144.39,6.99,6.1
518,26.2,16.28,31.89,-40.44,153.28,7.97,9.24
519,34.95,61.71,94.55,42.4,166.85,16.63,11.02
520,44.78,34.61,56.55,140.52,174.48,15.93,10.16
521,41.68,93.31,113.83,107.13,154.92,23.52,13.56
522,13.72,23.56,33.41,78.98,171.9,3.0,2.93
523,61.08,35.88,38.49,38.19,189.8,26.42,9.79
524,19.53,57.96,79.99,82.47,173.21,9.81,4.27
525,24.23,38.52,46.63,53.42,153.88,5.8,5.85
526,18.15,27.46,52.46,-6.81,164.82,6.8,6.17
527,43.37,51.85,75.32,98.47,160.73,27.11,10.99
528,22.78,41.05,57.34,89.87,159.01,10.9,7.21
529,13.4,31.42,33.81,5.01,171.14,3.47,2.75
530,29.0,51.4,57.15,169.81,157.3,12.74,7.22
531,59.57,62.91,59.93,58.8,214.94,28.85,13.81
532,14.1,22.7,22.09,-9.84,133.78,4.06,3.62
533,11.78,30.86,27.31,-32.83,205.11,3.92,2.82
534,16.93,45.37,50.59,72.28,200.54,9.19,4.35
535,26.88,58.78,48.94,115.81,161.83,14.38,7.66
536,32.92,41.79,54.74,100.09,161.66,8.79,6.96
537,52.37,42.7,45.36,54.76,165.66,18.61,15.39
538,35.22,33.14,51.11,42.41,157.64,12.13,8.87
539,33.83,39.03,50.26,75.45,179.52,9.76,8.43
540,14.0,29.97,56.89,41.99,190.06,6.0,4.1
541,41.42,49.76,64.28,139.8,186.68,27.48,10.6
542,66.75,88.91,86.17,98.2,183.85,42.6,11.34
543,9.83,10.56,19.63,-4.97,133.13,2.06,2.36
544,30.95,42.35,54.69,48.37,157.72,14.95,9.46
545,24.22,25.19,36.96,119.98,147.7,9.11,6.54
546,58.82,83.23,92.51,127.97,180.71,32.41,15.61
547,28.27,46.22,64.28,67.57,171.51,11.92,8.51
548,45.05,76.02,58.85,92.97,165.71,16.61,12.45
549,33.78,94.02,83.99,131.49,170.08,16.56,8.44
550,19.37,16.81,55.74,33.68,138.82,6.31,5.28
551,29.37,45.57,60.84,20.17,149.96,11.59,10.04
552,14.18,27.41,36.32,24.72,110.15,4.03,3.61
553,11.92,16.5,29.35,-19.51,147.28,3.3,3.3
554,30.88,61.97,46.09,75.78,190.66,12.37,6.9
555,72.58,83.95,96.82,158.51,164.31,30.03,11.17
556,21.8,39.71,69.29,26.81,144.8,4.93,5.49
557,26.07,21.82,29.71,46.63,158.0,9.64,8.36
558,80.98,106.96,99.87,217.55,171.58,64.76,17.34
559,31.42,38.31,50.75,149.45,188.11,13.36,10.41
560,27.27,23.48,37.69,41.87,140.9,5.13,5.3
561,26.07,22.11,50.23,111.71,158.27,9.27,6.35
562,22.35,43.69,46.9,53.53,175.99,6.72,5.93
563,20.13,19.85,23.95,21.8,124.63,2.97,3.45
564,22.75,49.72,75.17,38.87,183.07,9.78,6.03
565,22.5,48.04,61.75,126.2,171.86,9.65,6.62
566,18.53,2.36,23.41,-10.0,126.86,4.97,6.05
567,21.58,15.13,40.28,114.3,207.52,8.45,4.08
568,25.28,63.25,55.72,74.77,173.09,14.92,9.06
569,23.88,51.27,60.61,103.8,159.18,12.32,7.88
570,27.95,71.24,54.08,107.54,144.85,12.38,8.22
571,37.72,39.18,54.79,18.26,176.27,11.28,7.99
572,30.77,13.33,42.48,43.75,119.67,4.9,6.54
573,20.93,14.14,34.55,42.91,158.04,5.15,4.73
574,18.83,28.2,28.98,25.86,115.68,6.33,5.58
575,20.32,41.75,59.2,119.27,175.69,9.97,5.95
576,41.08,106.45,98.89,202.44,164.95,20.78,9.8
577,23.18,53.25,60.28,103.03,193.43,9.52,4.99
578,14.45,31.54,61.79,17.69,152.75,4.44,4.22
579,8.38,31.27,32.87,-15.82,111.97,2.9,2.37
580,30.6,26.39,37.98,52.76,167.93,14.69,8.08
581,22.2,36.11,39.74,3.22,223.13,8.65,7.21
582,5.72,18.32,26.4,16.6,145.74,2.2,1.74
583,14.63,42.99,51.87,19.4,128.08,4.73,3.48
584,70.92,96.02,86.78,125.45,200.65,31.85,19.65
585,19.05,5.85,22.07,34.58,155.5,3.29,3.31
586,72.22,75.96,56.09,94.65,162.01,49.93,12.75
587,79.98,102.28,78.4,163.62,219.69,32.3,13.06
588,30.03,42.39,46.99,125.61,152.82,17.08,10.25
589,38.47,55.24,69.59,52.62,168.41,9.99,10.36
590,27.15,18.83,36.91,44.42,169.11,8.88,7.45
591,48.82,74.09,92.37,163.5,190.47,34.97,10.59
592,17.13,48.13,51.64,64.92,174.07,9.46,4.4
593,12.65,15.74,27.08,4.8,137.95,4.59,3.37
594,62.5,90.72,83.55,123.02,168.34,17.25,18.3
595,25.4,29.32,34.62,29.9,174.09,9.4,5.88
596,14.17,22.98,38.53,24.87,168.51,5.71,3.69
597,24.47,32.91,33.36,2.56,163.83,7.34,7.43
598,41.87,85.35,111.08,178.21,218.72,15.31,9.78
599,23.45,30.77,45.75,-8.59,138.55,6.57,5.29
600,42.43,132.24,123.89,109.9,192.13,28.13,8.43
601,27.03,47.89,78.55,114.86,184.8,17.72,6.63
602,24.53,51.16,56.3,113.2,171.52,11.0,7.61
603,19.53,41.23,36.05,29.93,140.05,8.67,5.67
604,28.52,17.67,26.37,-3.26,126.64,4.94,6.29
605,28.17,43.34,42.37,25.39,186.44,11.86,9.6
606,12.65,13.46,28.08,-7.55,132.27,2.84,2.69
607,37.03,60.41,71.52,35.25,185.32,17.0,13.17
608,18.85,19.87,40.55,22.41,143.92,5.95,5.87
609,48.37,68.62,79.63,200.31,189.63,32.48,7.22
610,33.88,39.48,51.41,132.8,151.12,11.98,6.69
611,43.08,44.72,50.63,69.64,168.17,21.36,10.84
612,15.8,23.14,50.52,39.07,179.06,6.71,4.66
613,34.03,35.91,41.03,100.76,191.07,8.54,8.22
614,9.93,12.21,30.63,6.16,146.06,2.43,2.69
615,22.42,37.22,46.37,50.5,142.7,3.91,4.18
616,39.35,71.41,77.05,176.54,138.64,19.22,10.37
617,23.95,58.53,90.84,-1.83,183.73,8.3,7.63
618,12.35,12.88,25.6,0.78,169.05,3.44,2.67
619,11.0,6.53,24.36,39.62,145.22,4.44,3.41
620,20.72,37.04,34.79,87.13,150.61,6.06,4.59
621,41.85,50.22,64.63,15.09,163.16,16.69,11.72
622,31.27,58.91,60.67,74.14,138.84,7.43,6.64
623,23.63,59.14,47.84,71.81,169.99,9.38,6.89
624,40.55,62.15,74.3,104.37,188.05,22.4,12.37
625,30.28,43.57,62.78,43.19,170.97,13.23,9.61
626,34.78,32.65,53.94,-8.72,147.74,8.75,8.66
627,28.78,17.52,28.81,52.74,137.31,6.63,6.24
628,28.27,28.34,33.3,71.74,152.49,6.42,6.79
629,34.65,86.33,78.73,140.66,165.54,20.55,8.36
630,23.08,56.02,68.88,144.55,152.97,10.65,7.69
631,29.62,36.65,44.91,51.12,177.98,9.94,8.26
632,97.72,100.95,68.0,240.99,162.69,66.76,31.67
633,16.5,39.23,40.8,86.71,183.85,8.28,5.7
634,42.98,67.35,67.8,91.62,161.03,24.4,10.7
635,21.92,48.71,66.68,34.89,149.46,11.8,6.79
636,20.38,27.88,54.7,57.78,132.71,10.18,6.72
637,21.05,37.05,51.96,35.28,144.2,9.05,5.93
638,14.27,26.31,38.31,76.05,177.46,6.16,3.58
639,70.13,59.89,72.76,100.43,163.22,22.68,26.23
640,47.37,98.8,84.24,109.91,169.75,26.91,11.56
641,13.9,27.08,46.37,18.76,149.2,4.73,4.22
642,15.23,18.4,31.33,22.04,162.78,3.97,3.06
643,19.97,20.82,45.09,36.5,149.04,8.26,6.0
644,17.87,38.69,46.76,60.83,166.76,8.17,5.88
645,27.38,91.73,103.56,90.68,172.28,16.35,8.97
646,23.17,12.66,29.88,17.41,163.56,4.39,4.24
647,9.23,19.5,27.69,34.87,131.0,2.89,2.55
648,33.83,48.2,86.85,149.86,179.44,16.8,8.96
649,12.53,24.99,39.1,68.07,138.15,3.41,3.01
650,5.07,8.97,21.75,-22.61,151.29,2.31,1.57
651,17.2,28.19,44.26,54.39,205.99,6.74,3.79
652,9.88,15.53,32.66,-46.9,179.51,3.7,2.94
653,15.9,18.04,25.56,45.09,169.05,4.06,3.53
654,10.13,17.13,36.58,8.77,178.82,4.99,2.65
655,15.15,29.65,51.35,44.65,178.88,5.39,3.66
656,57.87,36.92,56.24,110.74,168.38,22.56,15.04
657,9.53,7.78,27.72,45.06,161.23,2.99,3.0
658,46.7,50.76,47.23,78.68,174.29,11.88,12.66
659,46.7,21.45,31.1,90.81,159.98,17.2,14.79
660,18.43,23.4,52.47,20.44,141.25,3.56,4.17
661,39.35,59.03,73.38,126.86,198.92,18.53,6.64
662,15.57,18.15,31.8,20.93,158.62,4.96,4.11
663,24.9,85.94,67.29,41.49,199.68,14.03,6.89
664,26.3,42.95,57.17,105.76,144.5,11.57,6.63
665,29.15,75.35,61.11,155.61,186.41,18.06,8.42
666,33.57,51.94,53.42,103.64,186.53,14.04,10.25
667,35.43,56.8,80.01,114.15,177.99,15.98,11.03
668,89.08,173.69,116.2,179.43,191.77,64.28,12.83
669,71.77,70.35,106.83,134.97,166.69,37.98,22.06
670,20.22,8.07,26.11,18.97,116.91,5.28,6.03
671,53.08,97.1,71.51,158.61,156.37,28.2,16.53
672,32.95,48.0,62.34,131.37,161.16,16.29,11.16
673,59.73,41.33,36.8,155.81,160.03,23.32,13.74
674,37.17,36.28,47.81,59.93,191.63,14.89,10.84
675,40.7,32.62,35.5,20.13,200.48,19.86,13.55
676,11.38,32.19,46.36,-12.97,138.79,3.53,3.21
677,59.72,104.56,78.16,168.43,147.98,32.65,15.92
678,54.33,70.96,89.77,202.71,165.75,23.59,11.77
679,9.07,19.17,58.84,68.77,141.87,3.55,2.45
680,17.4,21.48,57.8,12.37,142.41,8.57,5.87
681,72.82,89.33,81.17,66.5,172.84,36.72,17.67
682,26.1,38.97,43.0,14.1,191.63,10.07,7.53
683,17.55,48.16,59.25,60.52,161.41,8.16,5.5
684,46.33,41.31,52.28,27.93,167.36,13.1,11.29
685,52.28,106.6,96.53,96.99,149.27,27.73,18.39
686,11.65,25.9,32.37,46.61,116.66,3.01,2.51
687,31.8,45.73,64.16,81.69,148.6,12.77,10.18
688,16.88,39.64,45.91,18.5,169.7,7.18,4.8
689,43.95,71.14,99.65,181.37,176.93,24.41,9.0
690,21.72,36.93,36.63,68.36,168.42,7.34,5.77
691,23.5,53.25,50.94,98.82,151.31,9.77,5.94
692,39.18,58.27,89.69,168.23,149.25,18.82,13.24
693,41.67,78.82,112.77,161.39,175.59,19.98,11.46
694,8.12,26.85,35.16,59.12,186.63,3.83,2.28
695,24.52,27.95,52.4,58.83,175.51,9.3,8.16
696,13.35,17.47,40.02,26.67,170.41,3.97,3.91
697,17.07,3.4,31.27,0.5,136.89,4.49,4.81
698,10.4,9.11,45.3,-33.34,174.85,4.57,2.79
699,12.18,28.47,26.66,-6.42,178.14,4.66,4.1
700,62.45,54.55,42.47,105.53,183.84,26.84,15.52
701,64.9,81.61,62.16,94.36,162.17,42.28,18.89
702,17.17,30.06,32.16,34.24,151.36,4.07,4.41
703,32.17,16.34,45.18,166.43,160.67,11.08,8.75
704,20.42,55.37,54.25,15.59,156.47,7.53,6.22
705,33.28,93.47,88.88,90.67,191.47,16.81,8.58
706,10.35,4.12,16.55,51.2,150.96,3.55,3.4
707,16.07,16.27,38.88,-27.62,167.38,4.79,3.93
708,14.15,8.3,19.9,49.6,151.77,4.37,3.8
709,10.02,5.23,18.05,12.42,151.32,3.39,2.26
710,22.33,16.51,55.26,25.8,160.53,6.73,5.82
711,36.43,14.7,38.74,35.59,193.6,11.96,7.69
712,35.55,44.08,64.88,75.76,177.43,19.05,13.69
713,29.33,33.0,41.46,110.0,135.31,10.89,8.5
714,22.72,53.22,66.42,37.62,238.91,10.92,5.7
715,23.0,30.29,46.16,57.89,184.79,9.75,5.11
716,38.98,75.61,49.76,139.1,154.23,23.79,10.38
717,35.47,78.94,66.81,74.6,182.96,17.42,8.92
718,8.55,9.61,24.42,35.22,166.96,3.37,2.36
719,11.43,29.41,44.2,-1.37,116.94,3.16,3.29
720,27.38,19.5,34.87,-15.21,157.03,10.52,8.36
721,5.05,10.6,23.52,-0.52,131.5,2.29,1.53
722,9.52,17.94,47.76,-6.44,139.61,4.21,2.76
723,34.85,10.39,27.24,9.47,149.18,4.62,6.82
724,25.32,54.7,72.16,96.18,186.04,13.88,7.28
725,31.98,27.28,33.69,48.27,176.08,13.47,10.31
726,38.1,43.82,48.27,117.11,170.99,16.09,11.53
727,20.02,23.17,48.54,164.61,195.59,11.88,6.38
728,16.23,25.75,42.14,71.44,178.79,4.07,3.64
729,20.27,30.97,35.33,-31.87,141.32,6.27,4.38
730,46.47,50.37,65.4,110.5,147.01,11.3,13.37
731,37.35,44.24,70.04,-4.71,165.4,12.4,9.9
732,13.6,22.41,35.8,28.14,139.03,5.99,3.76
733,21.4,39.21,48.37,103.95,159.9,9.26,5.03
734,9.35,7.58,23.41,5.59,178.01,2.86,2.21
735,50.7,58.24,74.46,37.9,168.34,24.65,12.56
736,38.65,84.77,81.63,158.81,176.77,24.12,13.98
737,19.05,36.69,37.18,55.01,185.89,10.47,4.98
738,39.33,61.01,111.49,65.56,210.2,11.64,10.15
739,14.95,35.5,33.83,60.46,150.79,4.2,3.57
740,31.38,42.99,62.72,85.98,180.36,10.78,7.24
741,44.53,36.16,49.96,50.76,203.53,14.37,10.69
742,23.87,47.01,58.9,98.09,152.03,9.76,7.35
743,40.7,56.05,48.56,46.98,229.43,21.9,13.41
744,23.3,14.39,31.53,61.28,140.98,5.98,5.47
745,49.47,41.54,56.07,141.92,225.46,28.34,11.29
746,16.83,27.02,62.41,9.31,152.18,5.99,4.12
747,55.22,99.33,71.63,216.87,179.35,35.75,13.06
748,65.8,57.72,74.44,148.41,183.72,18.49,13.44
749,39.52,66.27,99.31,84.67,229.56,23.98,9.62
750,23.63,52.85,63.77,72.16,170.43,12.35,6.65
751,62.45,55.52,50.48,153.51,191.41,33.28,11.56
752,17.92,44.23,71.04,76.88,160.98,6.62,4.54
753,29.65,82.2,86.19,118.79,159.93,14.23,7.06
754,9.35,7.95,20.03,-16.91,145.38,2.21,2.43
755,90.73,106.24,93.85,163.53,211.21,56.95,11.84
756,18.78,49.58,58.35,1.17,153.19,8.36,5.82
757,31.57,57.68,52.89,79.42,168.78,13.91,7.74
758,21.58,61.46,56.7,110.41,171.08,10.86,6.74
759,37.25,25.63,32.54,84.3,164.05,10.23,8.79
760,22.8,28.77,40.58,35.27,153.04,5.92,6.0
761,52.78,38.2,68.96,-57.36,245.4,30.61,14.72
762,15.43,39.55,52.83,39.86,175.57,8.24,4.76
763,13.98,27.04,61.12,34.84,143.81,3.69,3.77
764,48.25,28.39,43.14,33.71,137.99,14.65,13.6
765,21.1,47.69,53.57,150.98,172.0,10.75,5.5
766,16.22,32.9,54.47,70.17,148.03,4.17,3.71
767,15.2,24.56,40.93,67.67,158.23,4.87,4.2
768,28.52,34.99,46.1,58.57,156.92,8.22,8.09
769,35.9,81.06,50.77,69.04,210.79,17.09,9.66
770,29.6,34.27,48.84,19.04,166.2,13.75,9.72
771,31.42,24.27,34.47,5.45,152.71,7.15,6.76
772,12.58,5.77,20.08,19.26,160.12,4.49,3.89
773,27.8,48.1,42.64,55.28,176.56,9.93,6.48
774,9.1,13.96,33.75,-8.35,114.13,2.62,2.41
775,75.13,82.45,79.26,139.87,229.58,41.45,19.15
776,20.48,24.43,37.79,6.59,178.52,4.7,4.72
777,36.2,46.07,59.24,103.11,159.22,13.86,13.25
778,24.83,19.14,29.36,-17.52,118.5,3.57,4.4
779,14.88,41.78,42.81,8.25,144.68,5.78,4.69
780,17.18,44.32,35.68,76.15,177.31,4.99,3.43
781,42.85,79.48,97.19,149.23,159.54,16.23,13.82
782,8.52,13.09,27.03,30.42,130.0,2.59,2.13
783,24.57,53.33,83.98,78.86,186.76,10.44,5.79
784,11.72,38.1,38.22,29.42,133.95,4.6,3.48
785,22.75,44.09,49.81,86.84,177.36,12.05,6.87
786,21.57,31.57,66.22,-48.99,178.35,9.12,4.82
787,16.18,12.76,18.56,-24.71,160.06,4.51,4.22
788,18.12,12.66,26.72,51.1,161.43,5.43,4.39
789,39.85,70.61,91.24,121.17,183.04,23.31,9.77
790,33.75,39.29,71.43,56.0,151.21,10.14,8.87
791,18.75,33.6,39.51,39.61,155.35,6.86,5.52
792,22.75,32.8,47.05,73.87,181.01,9.21,6.82
793,64.28,42.14,61.7,115.61,176.81,29.21,23.17
794,29.43,25.2,35.87,-0.18,139.39,4.23,4.91
