Trial,Step_700,Step_1400,Step_2100,Step_2800,Step_3500,Step_4200,Step_4900,Step_5600,Step_6300,Step_7000
1,-4.134602551442065,51.42850966147297,67.09331801152834,60.485477179813266,-32.413996570439934,-30.91029174317071,-13.644878337325508,-39.23209536127449,-15.47542648980771,-37.25850161282295
2,-27.238929329380206,17.373689567303366,-10.452046240265968,1.186141975054825,8.148320479714815,-25.705539382804776,18.001821989580208,42.442057407280174,-16.48504948721467,41.77629846969707
3,-30.087997556138536,35.45265417817028,33.97641737117774,-0.42969208119464924,22.278988586957205,9.935897274734113,50.08066526898093,-4.103311727274099,54.350136231016414,-4.585109704232741
4,-15.09566571386314,19.2520570862562,49.69217352839369,82.63150335374635,46.03700448360208,53.451777787881504,46.11274987651866,2.118731858061858,47.3307176796833,90.25157221637899
5,3.4875427975906974,6.989659359030841,10.746844648078229,4.209183376260666,-26.92937795056791,-48.09140684367869,-42.35251095468746,-31.684957786780064,-71.80339659441354,-100.99548420899097
6,46.634491633690075,11.512919715528692,67.22979137331485,-9.896653517160503,-15.660099386841098,4.417958322258964,-18.621713223484033,35.76493432648081,-21.720113937852943,3.8316951198209708
7,-14.937477439802747,18.32910253805218,36.62946147652167,43.31618882783764,35.174375209103026,26.539082639274145,75.05913953783923,53.26128126081375,65.54936148280537,103.80318278847298
8,53.22398130585391,48.93669916572524,24.178561550887643,-14.281238343456371,9.923959350723674,31.247918506910434,92.88826789782631,51.21141327639694,45.76474746340269,58.86509178034625
9,12.945456788504003,28.46498157079776,87.20222803137969,70.98700551216552,39.53272567936926,59.368221023018684,83.35657775004303,20.59014859149101,66.69030784754146,68.47266572246569
10,-28.782717062495237,-5.37387165575758,-63.289488735891084,-31.916882534171734,-40.74790271476147,-94.14909681794374,33.52640095587442,-51.689671198881705,-46.28899609626571,-7.351829396838548
11,48.363089548364314,95.02697628086739,45.01226813027197,99.8716881937813,91.86097613073225,119.04288687223358,46.81646035492078,38.62914845359351,62.33878407460649,80.14965119215913
12,-27.84980707528678,23.554905884560107,22.702264297726785,-8.415847305350184,33.53892691974591,5.2358024422499225,20.207763360131363,-50.02863959872011,-58.63060684721147,8.118774674180337
13,-31.890442195452557,-13.27703359855315,4.187685609097325,63.91596633742611,40.614510473536775,55.851795348095735,30.23204304605747,11.664902253938381,-24.77641285578517,19.891089151870908
14,39.676230938699014,5.2527093765911825,7.851650754814067,-30.638267613535852,1.4603837831806614,41.05408990774923,-26.0756033240642,-4.75129389134206,-5.242327943485966,40.171746755031094
15,-0.5136809823910014,-46.513593202167435,-13.605401852876142,33.76771183041402,29.104517205114647,36.869395231012405,73.39215503827604,65.20753679671655,41.29526678806523,55.993191300616054
16,61.87911861674095,118.00511610560608,49.51533301475641,52.04556333366166,24.14838970406906,74.32367847694212,108.30245483523609,113.46906247670947,114.06506765928927,8.701119853068331
17,47.274558005304726,65.86260679871604,70.40951266726,59.32719687032814,45.940201047272794,41.1895305812105,48.924708302107646,56.60325145386687,95.56578658982659,71.99350113826635
18,-29.591822776582163,-83.07324465275978,-65.61895804647021,-82.23993291615697,-55.331161022515495,-63.4944685349096,-100.58794398445306,-124.00518286574578,-66.23412510524635,-88.36516955634254
19,-18.59055842185383,-61.466824131159655,-32.494396547693675,-65.77601600501029,-67.83979180100839,-32.19344934922385,2.154257031053882,-23.05253916803874,-54.37545645340762,-45.250698537738266
20,5.942240857335195,-76.73719292198741,-66.48839984640864,-105.49012852516891,-80.73191630413372,-77.97718421496073,-31.779985655730393,-59.934466796753014,-79.70836640164825,-132.23232778206238
21,40.21078253689729,34.302483548934276,27.556929556490548,21.344366264110686,67.71640723539156,38.06106899397802,-4.617502470640373,16.76995858745481,51.72023360084901,40.56525631333928
22,-19.411447546316467,-31.939332946321272,-46.31242168101977,-32.854197614109125,-36.65593093347554,-32.98279026343149,6.366204538103494,6.493206024941314,17.159943865965094,-20.18799298329805
23,33.341991196756354,19.753037399978172,16.04255712145877,-36.65253502061952,6.023622845231836,8.53679329406153,39.21558985646382,46.843291658559046,-5.184435156430024,66.20083468618284
24,23.489719108824293,0.3789889132308886,-0.8510838165808707,26.91491111433454,44.370448267965685,2.302667448198231,14.52609115871373,-37.07979529341977,25.29396873109425,14.648193757655429
25,8.839311410285625,-55.36648357528278,-40.47322643279259,-47.97023839574067,-6.504682900009717,-8.617674951354635,61.09744986261656,-4.2191516880928175,-16.812093164084192,-3.0904928458493233
26,-11.928406027281952,-61.394204673740454,4.922500611425249,-20.492935279065417,-43.47179165459702,-20.349312310700007,41.67178395664783,38.71940690339615,-7.888548708331828,3.68351967867076
27,25.706164074105423,63.2265568392952,15.212245687328002,75.24019920580417,70.76713116459327,13.527894061397486,12.69782172866233,36.23178744487099,72.17195552605963,95.57567496837362
28,-39.99186159858111,-1.7876382781065814,13.742440017142915,-18.71105256266403,-17.504440224792503,1.3151387207567466,1.0354971597730227,34.88192270887764,-9.118552362953185,-71.30038326992708
29,6.1132613024672136,-11.746160916782902,-5.4615996235873725,-13.725684551709499,-18.276093368779748,-49.99509905832893,11.083092861505088,-65.23381807577881,-17.623299178669875,-34.11844275619673
30,-18.294295810419115,-49.769574656309146,-32.138629605383535,-61.57987853608915,-18.262818369430335,22.994613438263745,-2.7235927871180623,14.200409112346478,-10.694527823040024,27.81245085752987
31,51.73113624909589,30.425706257849647,-1.6101608543624706,-3.3616187387506855,-19.00344562427948,-62.247717847726825,-7.591628302037359,-6.639594834208658,-13.00868127209164,-51.77941215849328
32,32.97954410643084,18.179888475314247,10.73894391670651,80.82030390513519,14.0520517636343,32.28003158709591,71.59717540010098,37.95251303223924,-16.006433672315843,49.900496765961435
33,76.61687724227555,61.27502004129601,42.29795040269643,22.134544414886534,15.327814296169883,64.83639550373456,61.63406620724808,43.579163021083595,88.78730319440304,61.83425210664343
34,-12.45508626836256,-6.760530114426817,2.744029201706796,60.26123372146688,50.868897758205534,38.711424659514364,75.3036223889072,20.62572634288017,15.781385362015893,40.26509684296935
35,-3.5944695925765218,-14.939024360867773,4.910813924687629,72.09040697954431,33.155044413951444,60.43950988024089,4.647001056145543,3.6965529625054443,-22.65097737012248,8.305260410460502
36,28.37540911947632,-20.858124779875496,26.14958495941646,23.81231664934277,68.31094467319262,33.02892917185578,68.92788059260587,52.418298480628515,79.10188627562852,48.966511103870076
37,-11.506204638507201,-75.93577352389138,-11.144915915511014,1.1772386414000535,9.229836329636948,57.617299167196585,-7.845096067510926,19.93088934884383,-10.710243160826156,-3.498686340346995
38,-11.589766195813905,36.942337229628066,-12.920612538568424,24.09153929953099,21.423454949558128,43.044231916928666,-13.330382734236892,53.635539731710345,92.3754389254118,38.36003034482859
39,-59.36337863108308,-46.444518042225056,-15.222195370243735,-114.56808221263131,-102.75158237388474,-78.56454977056926,-179.02608615018698,-33.10535314903423,-83.33597984488334,-36.72783661718651
40,65.13165179184573,35.08337484864343,41.56950596359548,5.588623844921767,6.073897868763558,8.930258834027917,21.188671836911862,-16.6574428746677,-30.922720665122817,11.902360186225364
41,10.679745649282756,19.430886709054928,19.377437326904555,-40.842292930684735,-22.407772224906093,-40.84011941502906,-1.1620175316351264,24.686014266614208,-29.82397760343288,-9.47764569283747
42,2.3521536140418036,-6.55509063017332,-20.361883474504673,11.811569700133319,10.839423068802875,48.15766826856253,29.031840957196096,-0.794174006559875,39.53727176336501,5.725309206125871
43,53.229789496045754,29.91654919781459,48.35985875042746,-8.173745066494833,-31.41746663167165,-15.907332094587135,71.5665373596664,74.46542529049069,10.599520874655449,-7.710481149823411
44,13.755572804581046,8.350050994411195,39.13163374773461,86.7093153889215,62.513179280332366,33.596456967427855,70.32976966506642,54.96977946948026,66.55702423634868,12.203687578851465
45,20.59551182109607,59.98084361799846,73.0100757220667,93.88127598575579,77.13647417276393,83.20790877747106,72.9202201844881,71.26668546729289,47.46791421327882,51.86068286321103
46,6.858633434313668,28.24472494150423,5.464371470414049,-7.07490194668448,41.186808992962945,42.704253307158,12.771801338470917,40.60610055382452,18.767978448399745,29.42626700249169
47,34.96560285270599,-5.678997294897689,36.0714749999583,-25.759631141534445,14.205391875534565,55.392725378330645,67.16038046294399,16.657025416330423,-20.54192954567705,-34.220007268185356
48,-17.50518113096528,-13.113689958281203,-25.86456954871158,10.397669504318767,-25.12242287682291,-12.292668924822372,-65.47203701803512,-18.572508013575465,-27.657930112938306,-69.3277050003197
49,-27.010327444902867,-41.492329419835265,-23.99504103146079,22.9852000061173,7.162407926516539,3.4274119760981323,-52.21480316671189,-25.37561805177319,-18.302330791526856,50.54584605922153
50,21.371598673190988,-0.05612466308938906,-27.86627732418021,-61.50766050836592,-77.42461785608724,-9.518406491886855,-12.561702392487213,-26.340255400183853,-15.946181474542318,-56.063219459386495
51,-105.33490971310579,-74.19768644849164,-89.94422177230479,-58.47804055200057,-22.162175283619398,-4.33503626425937,-65.95687323869922,-69.31412632226831,-74.14270911150247,21.257139585965483
52,-24.464658399104437,-33.72578534190966,-55.695098830212395,-48.82735030742763,9.319190110804934,-36.64433440774426,-59.19403321216426,-73.56543498139249,-33.67020559772627,-29.66114513834192
53,33.86843358821654,47.5604329409482,-28.628431973531264,-4.187979985265438,48.608175634004006,86.21237833658301,95.31776567554871,49.305422279368614,61.793965275082456,49.449180079766776
54,27.95134340956424,45.02947705706358,21.742965194698083,3.2872969801767367,-0.6777145093910093,-19.536704487375637,4.098187103647584,5.333819167702972,5.4050333347838135,-0.5864335261523351
55,-32.8998605729383,-27.982907114975156,-23.408640803795272,-23.989623366104986,-16.61313511332001,-98.48349821969974,-60.42511382108192,-56.56464245184502,-34.25223211692459,-43.87388648861196
56,-85.36739886757837,-27.269829973937696,-48.32431896158588,-56.83137715334687,-8.200340215606765,-4.774124834394473,-65.72089977591314,-73.73484272776555,-15.259796746075875,-26.31879668260997
57,34.632123648549516,17.026525170979667,65.42388731439617,13.641048805341546,30.714288063181606,75.6793515605313,139.53334535722612,107.88730060295109,55.01204628221581,63.583627629416455
58,-5.76993110729442,-28.077644751359124,-25.643449188023787,-14.498895800052296,21.866927529276133,-8.79450512716366,-39.66388904636548,-73.04911813897182,-12.526812667168032,-81.86139828684749
59,52.39269527777028,-2.010439495091467,5.014188726258948,29.868546851741613,60.76927738713347,20.51846369467483,17.771640453546404,32.37888766202292,67.82130914651256,62.866442236028966
60,-24.229060844384364,-83.06987659317451,-105.48591271724118,-32.40388330154553,-73.19632115491098,-53.06822178413769,-8.375300220230068,-54.104380305023405,-33.82414742290965,-29.570694925240534
61,10.668431297805546,-1.3953162065107514,5.060040529696153,99.24711538188505,54.970002257060244,4.4594959149543625,70.07086428013889,89.38951107325208,90.78354198965845,35.58820132185898
