aggregate_summary.csv

Trials with Mean Rock Displacement <= 0,"123, 398, 493"
Trials with Mean BBot Displacement <= 0,"19, 33, 46, 48, 52, 72, 74, 76, 90, 109, 129, 139, 144, 148, 159, 160, 184, 196, 210, 228, 250, 252, 269, 283, 291, 299, 310, 331, 362, 365, 367, 395, 398, 417, 468, 473, 478, 483, 493, 502, 525, 528, 537, 546, 553, 557, 578, 584, 597, 604, 639, 641, 643, 645, 648, 649, 663, 672, 683, 702, 718, 728, 746, 761, 768, 810, 826, 849, 863, 870, 928, 932, 946, 965, 971, 988"

Total Trials,1000

,Mean of Pooled Rock Displacement (px),46.83
,SD of Above (px),64.03
,Mean of Intra-Run Rock Displacement (px),46.83
,SD of Above (px),25.03

,Mean of Pooled Bbot Displacements (px),71.22
,SD of Above (px),175.56
,Mean of Intra-Run Bbot Displacements (px),71.22
,SD of Above (px),54.6

,Mean of Pooled Bbot Stop Times (s),14.77
,SD of Above (s),15.88
,Mean of Intra-Run Stop Time Means (s),14.77
,SD of Above (s),12.21


Trial,Duration,Mean Rock Displacement,Rock Displacement SD,Mean BBot Displacement,BBot Displacement SD,Mean BBot Stop Time,BBot Stop SD
407,26.47,41.83,43.97,26.21,185.94,10.64,8.75
408,23.0,77.35,79.66,69.73,177.83,8.39,6.07
409,13.87,19.13,32.29,23.18,132.49,4.26,2.99
410,25.22,9.67,27.79,50.66,192.92,9.86,6.13
411,21.57,28.44,42.98,25.11,175.9,8.1,5.44
412,29.7,46.79,51.92,84.27,196.52,10.24,8.34
413,28.87,17.6,32.45,37.74,175.82,7.32,6.53
414,61.83,95.67,68.06,99.88,191.0,28.73,20.65
415,17.48,28.57,39.45,39.56,194.74,8.71,4.9
416,30.32,47.16,70.04,107.12,160.44,17.2,9.48
417,10.73,17.27,24.38,-7.49,146.12,2.55,2.17
418,40.88,73.9,59.36,162.95,154.41,17.37,10.32
419,19.67,57.61,84.65,130.93,164.9,10.31,4.98
420,57.28,66.17,73.05,149.81,158.48,32.89,21.32
421,6.97,12.62,23.83,27.73,141.65,2.08,2.06
422,59.57,106.13,100.18,209.43,175.19,36.32,15.57
423,8.67,9.83,28.67,6.5,140.41,3.07,2.61
424,24.1,17.25,38.91,59.86,169.05,11.12,7.61
425,30.25,43.15,30.99,47.81,182.28,13.55,5.76
426,12.4,45.32,51.88,42.65,148.65,4.66,2.46
427,11.57,23.69,40.86,27.69,122.56,2.52,2.75
428,27.4,17.9,28.62,27.4,188.21,8.52,7.55
429,33.18,49.91,59.93,88.97,177.25,11.09,8.35
430,14.9,30.27,35.64,45.68,155.34,7.05,4.72
431,25.38,32.41,49.22,23.14,142.85,8.87,7.66
432,8.88,29.03,47.21,24.96,108.18,3.14,2.71
433,27.68,19.29,32.64,24.63,179.36,9.24,7.96
434,30.28,27.43,48.6,73.44,184.03,9.91,9.1
435,21.33,40.32,51.94,132.57,181.89,9.41,4.12
436,29.47,50.74,70.82,56.11,170.42,18.4,8.35
437,9.2,19.34,31.43,65.4,182.43,2.67,2.05
438,44.9,39.1,46.37,92.57,170.2,18.99,13.14
439,24.2,39.14,57.8,6.5,145.52,5.74,5.62
440,23.03,51.19,48.59,64.24,164.94,12.41,6.4
441,43.68,57.75,65.93,40.44,178.69,24.17,9.99
442,43.02,15.27,32.5,32.26,127.04,10.44,9.17
443,19.78,32.21,30.13,86.3,195.19,5.74,3.78
444,41.5,74.38,93.98,81.2,202.16,19.4,9.62
445,32.28,44.21,64.79,9.12,204.55,16.66,10.55
446,19.5,29.93,43.05,85.19,143.48,9.35,7.0
447,46.18,89.63,98.06,119.75,155.31,31.46,13.68
448,31.03,63.04,98.58,91.17,149.31,11.19,9.71
449,14.38,21.59,39.25,10.6,138.09,6.18,4.24
450,9.12,25.8,35.72,22.57,150.22,3.26,2.44
451,9.62,2.94,23.95,39.41,166.76,3.36,2.45
452,31.32,34.36,51.98,87.07,173.63,8.19,7.33
453,39.77,47.36,51.8,99.81,170.41,25.28,12.16
454,38.6,17.77,62.59,98.46,200.47,27.83,7.01
455,42.97,66.82,77.07,55.06,245.41,15.81,11.69
456,18.6,53.64,68.27,67.97,141.11,8.56,5.71
457,30.73,47.1,56.97,142.24,191.13,13.61,6.53
458,25.88,24.96,38.47,38.97,177.55,8.21,8.27
459,25.53,32.18,35.85,72.11,152.35,8.44,7.68
460,29.22,30.99,35.45,76.92,185.03,13.72,6.88
461,15.78,35.27,40.67,47.11,207.94,4.9,3.99
462,24.0,45.16,74.16,105.74,171.58,10.76,7.34
463,75.13,55.59,80.27,158.23,174.16,30.72,15.66
464,38.93,42.33,66.05,53.69,191.18,12.32,11.18
465,41.97,86.72,66.13,126.14,190.86,23.84,9.98
466,29.47,77.95,94.79,146.91,197.96,21.55,7.83
467,26.67,15.24,39.82,35.49,150.44,9.13,6.99
468,13.52,14.51,36.85,-33.63,217.1,6.18,4.13
469,23.83,23.39,34.54,9.68,140.76,5.33,6.73
470,11.5,11.63,36.04,38.68,183.52,4.36,2.89
471,56.58,124.97,124.11,154.38,191.72,32.41,14.55
472,26.98,74.12,35.67,36.69,166.02,13.81,8.07
473,12.13,44.3,62.67,-15.02,177.55,4.35,2.94
474,72.97,37.43,105.1,131.82,189.05,49.81,17.92
475,23.28,11.07,16.05,29.84,142.45,7.19,7.35
476,9.58,34.73,42.87,63.95,165.13,4.63,3.33
477,18.72,24.1,39.44,38.78,150.86,6.68,5.36
478,33.33,37.97,83.17,-41.94,222.88,11.06,8.78
479,10.07,18.27,26.54,13.16,132.22,2.99,2.62
480,26.82,29.32,40.13,13.8,157.46,7.56,8.24
481,16.77,50.32,57.59,52.27,176.06,8.82,5.29
482,28.75,62.26,60.55,44.21,146.86,13.64,7.62
483,23.7,26.37,31.27,-7.61,147.46,6.55,5.52
484,43.68,50.84,59.06,133.76,218.92,21.52,6.57
485,26.67,63.94,90.15,90.29,173.92,18.35,8.12
486,21.03,13.02,34.66,30.37,185.15,6.12,5.8
487,36.28,62.35,64.99,50.81,192.85,17.68,11.77
488,24.1,16.45,53.78,91.05,175.59,9.49,5.81
489,45.08,100.28,70.37,156.8,164.36,23.46,12.2
490,31.17,33.69,58.19,81.46,152.4,7.79,8.1
491,30.5,36.18,44.03,22.9,154.39,13.31,9.78
492,31.2,47.32,64.49,11.48,152.93,13.53,11.01
493,16.22,-1.16,17.7,-28.82,161.77,4.57,4.8
494,70.55,73.98,78.43,142.56,194.83,41.82,24.06
495,18.57,45.94,55.13,133.81,154.23,7.24,4.26
496,21.83,56.87,63.14,70.72,157.86,11.42,6.23
497,26.92,41.73,46.67,64.88,179.47,13.22,5.39
498,29.03,28.95,42.97,74.34,155.01,11.47,8.57
499,67.58,56.53,92.01,193.57,173.58,34.79,14.5
500,24.77,52.78,62.06,95.61,144.8,8.28,5.59
501,45.62,51.65,56.57,99.81,164.11,21.03,13.96
502,18.2,19.83,36.05,-36.12,172.49,6.8,5.36
503,37.2,52.89,58.66,110.33,210.76,17.49,7.01
504,6.22,10.85,20.12,3.9,127.04,2.51,1.77
505,40.08,61.2,72.87,130.92,177.65,17.3,11.17
506,31.17,75.66,85.41,93.16,134.74,12.76,9.62
507,38.12,71.29,63.88,49.04,145.73,20.36,12.71
508,11.1,40.23,32.72,30.09,127.37,4.94,3.7
509,28.22,44.23,63.76,67.33,159.61,7.53,5.74
510,16.25,47.51,50.05,8.18,196.21,6.15,4.46
511,35.0,51.49,66.06,133.7,174.09,22.41,9.45
512,20.57,52.75,65.92,27.49,220.9,7.83,5.64
513,51.77,99.18,63.29,143.83,185.91,31.81,10.77
514,46.85,100.8,79.48,158.87,190.45,25.16,11.08
515,51.4,57.93,41.21,144.74,180.01,23.33,13.03
516,34.88,25.77,38.89,51.71,149.13,13.74,11.94
517,42.97,47.97,46.71,118.38,174.82,21.14,9.35
518,160.75,110.08,68.78,180.41,189.36,100.63,31.34
519,24.22,49.93,43.66,145.58,166.86,10.33,7.84
520,25.55,45.2,74.82,28.67,195.55,11.43,6.86
521,31.05,63.06,59.87,151.93,178.51,9.1,7.53
522,29.52,59.9,73.97,93.05,144.66,15.86,9.1
523,36.95,57.61,61.15,124.73,168.41,17.04,11.76
524,44.65,64.86,73.72,104.29,167.62,21.64,11.51
525,14.4,4.73,35.56,-27.23,118.4,3.22,3.83
526,17.0,23.03,26.91,32.25,132.52,4.17,4.94
527,19.85,16.42,33.46,23.77,186.49,4.76,4.11
528,18.7,34.74,52.87,-0.14,182.25,5.82,5.38
529,37.78,66.48,68.8,70.97,184.78,30.45,5.23
530,50.17,66.58,67.43,90.67,170.38,28.84,14.22
531,18.17,23.45,31.03,45.48,165.01,4.3,3.83
532,18.88,15.87,30.16,17.97,119.52,5.37,5.35
533,62.38,64.45,79.24,60.71,193.31,26.18,16.78
534,26.9,88.32,86.6,133.02,143.87,17.08,9.06
535,27.5,48.89,56.1,69.45,164.76,13.41,9.53
536,33.1,27.53,38.58,70.76,154.12,7.53,9.46
537,21.63,46.04,41.8,-5.23,159.55,7.35,5.45
538,72.45,104.74,79.15,126.62,154.05,36.52,27.49
539,26.67,45.41,67.14,64.03,184.07,18.22,6.79
540,29.82,50.69,61.64,62.26,128.3,17.53,9.4
541,28.42,31.86,45.63,54.31,169.85,9.34,7.88
542,31.92,17.97,55.22,92.8,166.63,7.12,7.02
543,21.25,20.85,33.51,71.44,172.45,4.6,5.77
544,16.57,42.6,63.64,79.56,153.81,6.27,5.34
545,15.52,21.82,39.19,0.8,181.85,5.19,4.46
546,14.7,28.63,25.61,-11.36,183.07,4.55,3.33
547,20.2,50.62,50.11,13.34,155.5,6.82,4.85
548,17.22,31.81,41.4,58.64,208.17,5.8,3.72
549,66.22,55.3,92.52,147.14,210.41,30.09,13.4
550,39.77,75.84,88.64,106.17,168.07,18.5,10.7
551,25.72,25.33,45.52,23.83,169.98,10.65,7.97
552,35.85,42.6,70.68,41.13,141.18,9.44,9.77
553,15.35,20.96,41.74,-0.27,147.39,4.39,4.51
554,24.8,67.04,61.2,113.96,185.02,11.54,8.02
555,46.55,66.35,54.66,101.03,184.77,28.01,11.86
556,13.95,59.66,54.71,158.68,178.29,9.96,3.9
557,16.33,25.03,34.08,-6.88,192.24,6.7,6.33
558,16.53,20.16,29.99,50.5,159.91,2.88,2.81
559,37.37,76.85,76.51,149.39,128.31,21.45,10.5
560,28.7,51.28,54.45,24.78,211.59,13.8,5.55
561,34.02,54.84,55.47,79.02,180.88,19.65,11.57
562,23.05,63.39,69.09,61.75,220.3,14.32,5.87
563,21.25,33.4,59.82,53.72,182.89,13.1,5.77
564,24.32,52.62,57.32,33.57,149.31,9.01,6.21
565,12.82,36.9,53.7,32.03,191.84,4.8,3.67
566,16.03,28.9,31.75,18.28,147.63,5.24,4.22
567,21.67,55.81,55.45,56.08,191.24,8.41,5.69
568,45.37,90.2,88.73,117.65,172.92,28.36,14.54
569,35.67,49.31,60.21,105.87,228.3,22.97,8.6
570,11.75,61.63,64.37,42.91,157.07,5.12,3.69
571,60.32,84.28,59.37,173.81,167.24,22.29,14.64
572,21.37,63.6,70.84,48.03,176.69,10.96,5.61
573,28.88,53.14,50.43,88.93,202.84,16.44,10.08
574,32.23,78.22,64.81,122.86,192.83,13.11,9.13
575,92.37,59.36,76.11,126.0,150.95,28.5,19.37
576,52.73,89.3,102.46,133.06,150.98,26.77,14.75
577,39.55,53.94,69.78,151.57,190.43,25.83,10.86
578,15.63,8.41,36.35,-4.5,98.38,2.55,3.24
579,46.93,39.01,56.29,90.99,179.27,19.11,12.56
580,24.7,43.51,50.14,84.14,177.63,10.36,7.33
581,14.67,25.21,45.91,81.04,153.91,5.7,3.71
582,36.15,33.05,55.73,135.31,161.39,12.46,9.39
583,16.65,19.82,32.11,29.5,152.43,3.75,3.83
584,14.6,21.1,36.75,-20.31,181.4,4.8,5.1
585,50.77,64.62,66.73,139.54,171.19,36.49,11.21
586,66.43,103.3,84.79,124.82,165.64,39.65,20.03
587,30.98,41.26,41.94,58.73,155.93,10.82,9.6
588,59.72,36.41,50.22,80.01,176.35,19.62,21.28
589,27.38,17.75,25.83,35.9,154.25,5.52,7.96
590,18.25,62.4,53.22,115.46,172.6,9.49,5.91
591,25.93,46.57,32.04,15.32,166.51,9.73,6.64
592,29.12,32.26,47.45,94.05,172.44,15.09,7.8
593,24.43,82.8,83.97,45.64,158.54,9.6,6.04
594,23.83,22.22,29.05,21.83,166.1,5.46,4.67
595,39.85,40.34,50.43,95.61,163.15,16.73,9.1
596,60.97,58.34,78.46,100.21,186.02,15.69,12.86
597,29.93,14.5,35.58,-17.47,199.79,9.78,7.72
598,11.67,33.41,49.37,22.76,173.83,3.34,2.38
599,26.42,8.24,26.96,32.91,187.44,9.13,8.11
600,58.25,94.46,109.2,138.74,157.56,36.46,13.74
601,27.12,36.09,51.65,13.68,175.76,10.69,8.7
602,57.95,74.3,76.54,180.25,153.84,31.54,24.14
603,39.38,59.61,54.75,89.12,161.94,18.0,10.4
604,9.88,6.04,26.16,-26.29,145.72,4.02,3.25
605,43.48,62.03,104.88,104.39,162.69,19.78,13.18
606,40.22,44.07,52.36,98.28,188.6,18.81,11.21
607,61.27,61.94,47.01,95.86,195.6,32.49,16.78
608,47.4,70.54,71.2,101.48,174.43,17.85,10.72
609,47.48,65.28,91.64,125.17,173.86,21.57,12.75
610,21.03,32.48,31.11,92.11,174.44,6.47,6.12
611,12.9,28.38,30.03,38.46,163.25,6.29,3.76
612,21.1,12.11,45.15,71.89,152.66,5.36,4.17
613,29.25,69.29,70.03,36.2,180.88,13.97,7.29
614,38.08,84.34,70.84,173.89,130.92,25.77,8.51
615,23.32,45.65,82.37,140.27,182.28,12.76,5.57
616,47.03,76.96,107.38,144.62,160.64,18.53,16.31
617,33.18,50.23,89.13,93.8,181.45,23.16,11.07
618,8.73,17.78,29.66,9.11,170.97,2.59,2.25
619,19.58,46.48,63.18,67.54,157.04,10.92,6.34
620,32.12,53.71,62.67,98.31,176.96,21.76,11.13
621,18.22,44.48,46.63,59.33,166.38,8.11,6.2
622,17.55,63.78,71.93,53.86,163.35,11.66,4.75
623,21.82,40.05,36.98,33.94,136.87,8.98,5.38
624,71.98,78.3,105.09,83.68,164.27,29.26,24.43
625,34.95,44.88,52.39,104.8,166.0,15.08,10.43
626,36.03,34.08,68.12,39.13,169.57,5.87,7.12
627,6.73,19.09,34.03,54.16,95.56,1.53,1.42
628,32.72,21.57,31.94,80.73,176.91,10.89,8.28
629,33.9,33.1,46.46,50.66,182.71,7.04,8.01
630,55.08,54.86,48.53,55.93,216.22,29.08,13.43
631,111.82,78.24,94.59,125.02,164.67,54.94,29.05
632,20.78,19.71,38.07,29.38,190.83,7.25,4.56
633,83.98,83.82,101.57,119.32,161.16,31.81,25.9
634,97.9,87.74,110.12,166.08,170.54,50.23,23.29
635,16.77,19.77,30.92,46.77,172.39,5.66,4.93
636,53.07,113.82,118.13,119.64,165.08,22.05,19.21
637,22.03,53.75,63.64,58.92,174.82,8.42,6.39
638,41.62,69.76,81.69,103.23,168.83,23.57,11.07
639,16.02,18.22,41.66,-21.76,158.09,7.09,4.17
640,25.68,48.39,55.19,53.01,169.04,9.24,5.97
641,16.53,9.62,36.49,-27.25,158.28,5.04,3.64
642,38.8,63.95,66.06,119.58,177.64,16.86,12.69
643,15.13,20.8,38.85,-16.47,125.2,4.56,4.48
644,58.48,65.81,66.89,166.81,157.75,26.03,14.91
645,10.22,23.81,38.94,-27.65,144.94,2.7,2.6
646,62.77,87.47,79.39,157.71,188.31,38.91,19.22
647,44.37,59.26,87.46,67.38,172.44,8.54,8.49
648,14.77,17.55,36.97,-2.41,121.74,4.16,4.74
649,8.18,6.96,15.78,-7.13,111.08,1.8,2.28
650,46.4,54.82,50.57,157.07,175.91,18.88,14.22
651,24.22,46.06,50.7,102.15,168.14,9.05,7.5
652,17.2,38.99,36.3,22.53,195.79,6.5,4.42
653,15.4,63.54,81.51,67.71,105.18,4.34,3.98
654,18.85,42.41,60.44,99.07,200.02,5.78,3.84
655,48.83,87.05,84.03,149.91,188.46,21.72,11.24
656,32.4,59.73,91.92,83.21,206.65,19.29,9.4
657,30.22,36.89,61.52,23.85,179.99,14.72,9.89
658,19.48,40.1,41.13,69.41,190.85,7.57,5.41
659,20.57,53.87,42.4,80.3,164.81,8.23,6.3
660,20.08,14.09,51.61,48.73,172.72,7.13,5.99
661,45.65,47.25,55.31,130.53,167.56,16.49,12.73
662,29.8,72.32,87.64,78.1,200.97,16.37,6.59
663,16.67,17.19,28.76,-61.13,169.99,4.41,4.54
664,37.15,26.18,35.04,39.24,162.27,7.27,6.49
665,49.53,68.84,47.3,83.21,191.65,25.04,15.27
666,27.53,69.29,58.68,46.43,169.4,10.98,8.14
667,8.35,38.95,55.75,60.03,127.09,3.69,2.07
668,16.88,44.7,77.16,67.0,155.47,5.47,4.66
669,48.32,49.79,58.35,51.18,203.56,25.49,14.97
670,29.87,23.71,40.68,26.6,181.3,10.94,8.01
671,47.58,68.32,74.1,117.71,167.29,21.22,13.06
672,39.48,23.83,35.26,-1.55,184.25,19.1,12.33
673,31.72,92.48,105.76,164.76,157.91,18.52,7.26
674,46.0,46.46,60.87,102.87,185.9,29.51,11.14
675,29.08,51.26,54.61,195.38,177.9,11.01,5.56
676,44.38,88.34,96.48,64.51,224.86,24.07,12.32
677,82.15,69.32,82.81,195.66,157.43,37.97,23.74
678,37.05,68.58,57.02,117.43,173.42,20.51,9.81
679,16.12,20.4,36.75,78.1,179.57,8.58,4.63
680,28.12,49.57,54.96,20.4,162.78,13.19,7.2
681,26.92,31.38,77.99,29.58,173.55,11.45,8.77
682,7.93,9.05,24.76,8.34,137.3,3.0,2.01
683,14.27,23.55,38.09,-5.93,134.74,7.49,4.36
684,57.48,102.07,77.28,138.92,166.55,37.51,15.34
685,55.15,142.71,103.85,153.69,158.5,37.16,11.26
686,17.33,18.17,62.66,35.36,157.74,3.23,3.03
687,13.25,10.14,28.31,58.05,171.0,6.58,3.02
688,17.08,6.92,26.36,0.66,139.74,3.98,4.07
689,37.65,80.86,69.45,126.06,188.95,18.73,8.1
690,51.05,46.59,65.86,83.78,142.6,20.35,12.32
691,42.63,62.21,87.54,177.54,173.13,21.0,12.36
692,68.92,84.47,65.97,138.77,152.57,34.31,14.24
693,8.65,38.98,42.89,38.09,188.04,4.58,2.31
694,18.25,58.72,67.12,78.5,206.91,6.64,4.35
695,45.08,64.77,56.61,77.99,210.01,28.23,12.29
696,45.87,50.43,48.28,154.32,129.98,20.93,12.61
697,14.53,31.25,56.12,26.44,137.14,3.98,4.61
698,17.38,71.14,66.69,81.83,169.81,6.33,3.63
699,24.85,21.11,35.37,6.24,170.46,8.29,5.13
700,29.73,44.36,49.5,23.36,155.85,9.11,7.43
701,18.22,16.72,38.88,81.73,159.63,5.69,5.27
702,7.72,17.8,32.71,-3.24,127.12,2.75,2.23
703,7.23,10.16,25.86,8.48,147.98,2.07,1.85
704,20.0,39.96,41.16,73.24,178.37,9.09,5.64
705,50.88,63.9,48.49,214.02,171.51,23.15,11.16
706,16.28,25.01,44.24,83.35,169.63,6.11,4.37
707,7.45,23.56,24.45,16.15,110.67,2.5,2.06
708,23.6,42.39,46.26,79.85,135.01,9.06,7.56
709,9.42,20.03,42.71,6.71,140.3,3.21,2.26
710,23.02,43.25,54.15,25.54,170.22,8.83,6.42
711,43.35,63.19,58.02,102.95,163.58,18.36,11.97
712,19.75,43.42,50.43,30.87,169.02,6.14,5.14
713,17.62,7.4,17.55,37.97,138.81,5.85,4.32
714,14.25,25.79,31.9,24.0,172.68,4.37,3.67
715,20.78,41.81,46.81,84.71,181.98,9.04,5.92
716,35.08,31.88,35.11,52.8,221.11,8.9,7.96
717,29.6,102.14,75.14,155.38,172.1,16.39,7.5
718,33.93,11.53,47.2,-35.03,132.26,16.64,12.37
719,46.27,117.14,99.64,78.32,160.5,26.49,13.81
720,41.47,72.65,82.81,100.78,191.58,20.53,8.93
721,9.73,17.68,27.92,49.14,151.56,3.5,2.93
722,27.5,32.15,39.81,96.0,159.89,10.71,7.1
723,25.62,48.94,47.75,61.1,169.65,7.62,7.43
724,21.65,29.71,38.32,16.22,160.74,7.98,7.68
725,35.5,41.92,56.01,17.91,178.2,5.25,5.47
726,36.45,56.88,61.21,63.13,164.52,18.63,9.81
727,30.22,34.63,28.17,30.61,166.32,8.54,8.84
728,18.47,48.33,42.7,-21.16,217.26,8.02,4.64
729,43.08,96.77,87.78,206.36,158.32,23.88,10.83
730,24.28,51.05,74.27,119.84,201.64,11.27,7.19
731,14.3,38.13,44.43,59.99,152.17,4.72,3.42
732,11.07,11.16,24.57,21.55,115.22,2.04,2.36
733,70.28,91.0,104.04,113.94,154.23,37.62,15.63
734,25.67,49.21,62.59,102.49,144.87,13.39,7.52
735,23.83,36.51,62.4,53.99,176.15,14.36,6.61
736,31.27,36.22,49.43,109.01,150.43,13.44,9.07
737,11.3,17.88,34.28,28.35,167.68,4.03,2.97
738,29.0,74.44,64.5,110.89,157.4,12.2,8.73
739,17.23,52.97,45.33,36.67,195.66,8.57,4.22
740,24.8,35.32,41.16,43.76,145.19,8.13,8.33
741,24.62,47.1,41.39,62.93,192.36,8.85,6.82
742,5.68,31.51,66.45,26.3,193.97,2.63,1.56
743,25.92,40.9,56.32,98.82,163.03,8.77,7.1
744,15.85,26.98,66.24,28.7,129.94,4.12,5.31
745,21.12,43.5,38.19,96.29,205.21,8.93,5.15
746,10.28,20.36,34.67,-3.84,154.15,2.85,2.6
747,32.58,69.67,109.29,113.29,167.13,19.97,8.39
748,20.72,72.07,72.42,103.91,180.23,7.43,6.05
749,22.98,62.12,60.56,111.89,161.03,10.0,5.98
750,11.0,28.14,40.26,53.3,166.38,3.44,2.65
751,12.15,15.8,44.0,39.66,158.34,5.07,3.89
752,31.78,80.23,78.81,133.21,230.23,21.73,7.3
753,33.8,57.48,52.98,51.57,180.45,19.6,8.49
754,44.48,41.2,42.22,159.1,174.35,25.38,11.75
755,22.82,50.44,60.68,49.26,144.39,12.28,7.01
756,111.73,114.25,128.85,148.69,174.13,69.05,29.04
757,38.4,36.13,49.51,104.44,155.92,23.9,13.83
758,39.8,77.18,68.02,147.46,166.84,13.69,10.3
759,32.87,82.62,88.32,126.32,156.87,16.85,10.17
760,13.73,20.36,38.9,10.5,135.16,4.69,3.29
761,25.3,42.1,59.37,-10.19,168.24,14.27,5.27
762,8.18,8.27,28.4,41.12,123.37,2.72,1.96
763,32.87,26.89,43.93,49.61,165.16,16.73,11.67
764,13.1,10.46,31.91,34.12,156.86,5.54,3.31
765,28.87,12.29,20.57,42.19,158.47,6.07,6.65
766,17.32,34.36,36.83,56.83,205.63,4.75,3.3
767,9.12,16.71,48.21,28.24,205.6,4.07,2.37
768,10.67,25.03,49.96,-15.39,150.81,3.84,3.18
769,24.33,29.94,36.27,72.81,159.49,8.33,7.9
770,46.25,114.4,108.15,209.04,170.32,27.04,11.43
771,22.53,38.74,53.42,88.84,186.27,11.68,4.65
772,32.27,92.73,104.53,118.3,160.93,18.83,9.06
773,64.35,81.17,59.9,93.64,174.5,41.9,16.47
774,60.93,47.19,73.84,99.11,195.69,23.64,16.66
775,66.8,52.91,73.94,90.05,159.4,22.47,14.08
776,15.37,41.17,45.16,9.61,178.77,7.98,4.65
777,128.98,147.21,127.77,181.22,137.0,81.36,29.58
778,62.2,69.81,68.61,66.73,176.98,32.78,18.24
779,17.45,32.7,38.32,7.89,132.42,4.99,4.74
780,40.37,22.76,33.55,15.52,133.07,8.89,11.63
781,25.28,36.42,66.05,96.39,155.47,5.27,4.81
782,34.97,36.62,52.11,23.65,156.24,9.89,8.72
783,22.2,11.7,32.59,25.92,165.35,6.43,6.04
784,102.55,98.01,96.28,268.29,196.09,70.43,16.78
785,27.95,8.25,33.43,61.07,163.4,3.57,4.15
786,24.95,39.65,39.75,25.86,172.43,12.01,7.06
787,23.95,30.68,35.08,42.54,181.92,12.06,7.18
788,7.87,12.69,26.24,9.4,95.36,2.39,2.04
789,45.33,57.88,57.89,83.46,176.03,17.73,13.74
790,31.73,43.54,64.37,76.78,182.37,13.33,8.35
791,19.73,46.28,54.28,73.38,172.3,8.57,6.78
792,14.45,14.55,39.63,18.71,151.69,6.02,4.01
793,24.33,27.49,61.68,84.78,152.19,9.96,7.91
794,18.6,30.09,43.99,15.83,151.4,5.8,4.51
795,21.05,27.27,32.85,29.48,144.88,5.85,6.77
796,26.22,41.83,53.87,30.8,167.13,10.2,8.85
797,25.0,38.2,42.61,57.29,156.83,8.43,6.69
798,17.67,37.49,55.82,1.21,174.68,5.53,5.04
799,50.18,71.42,81.54,148.25,168.05,20.86,15.22
800,14.67,30.74,23.03,42.71,170.5,5.55,4.06
801,12.15,7.77,26.95,1.95,142.01,4.77,3.23
802,27.65,33.56,58.42,110.3,172.59,8.87,7.09
803,25.08,45.49,58.46,72.45,151.17,9.06,6.66
804,12.12,17.08,29.78,21.93,134.0,3.09,2.62
805,39.67,43.22,69.82,118.89,176.13,16.12,10.86
806,26.57,83.45,93.7,110.76,159.12,11.35,6.92
807,17.65,27.35,30.25,59.38,132.58,5.28,5.55
808,26.12,35.34,41.67,70.58,178.73,9.19,8.12
809,14.28,24.38,35.47,21.66,140.9,5.08,5.04
810,13.52,28.52,38.51,-1.07,192.63,4.75,4.17
811,20.6,30.37,28.03,55.67,146.61,5.01,4.66
812,26.33,30.17,38.26,8.97,128.46,5.72,5.51
813,38.33,41.54,51.33,73.37,197.58,16.15,13.71
814,16.72,39.36,43.84,61.12,211.47,7.3,4.35
815,27.78,65.6,59.09,101.97,183.63,10.51,7.37
816,29.08,32.43,47.1,97.31,150.44,9.92,7.35
817,27.1,40.81,57.21,70.31,153.81,12.2,8.2
818,30.63,52.59,53.5,64.22,203.67,12.14,10.5
819,64.22,101.78,132.7,129.51,174.6,29.35,16.43
820,33.03,36.43,51.91,83.6,175.94,11.06,7.21
821,15.32,23.16,24.78,46.22,167.71,5.41,5.09
822,17.68,43.31,55.21,22.77,165.94,5.56,4.8
823,31.98,37.55,46.95,77.98,163.86,13.63,11.02
824,50.13,60.77,48.53,91.77,181.35,28.24,18.15
825,33.0,77.96,68.64,128.45,168.15,13.39,8.37
826,23.1,13.95,28.67,-24.01,161.13,8.99,7.67
827,48.15,65.64,62.73,126.1,201.62,21.56,9.72
828,26.52,23.97,28.67,43.33,141.38,4.16,4.5
829,28.08,38.4,23.16,32.3,168.15,12.56,10.05
830,43.77,67.32,64.41,114.72,180.18,14.31,11.06
831,37.1,69.81,57.6,194.68,168.12,20.18,9.53
832,65.28,69.36,106.45,97.45,135.25,30.15,18.46
833,54.65,68.04,59.24,82.52,198.08,37.16,16.72
834,37.12,64.02,78.15,89.77,172.45,20.41,11.07
835,43.82,59.93,60.44,134.79,173.51,29.84,8.02
836,24.45,47.81,52.65,65.98,176.34,13.7,6.86
837,69.72,67.39,72.64,137.3,147.42,38.83,17.82
838,9.1,27.51,36.6,36.5,145.25,3.38,2.33
839,79.03,48.97,70.02,139.87,208.71,54.96,24.98
840,84.42,89.63,76.99,157.72,166.46,54.54,17.78
841,22.13,42.36,51.34,46.93,184.07,7.45,6.53
842,16.45,21.87,46.27,27.0,179.97,5.46,4.27
843,12.48,17.48,32.95,22.62,162.56,3.56,2.88
844,21.72,13.51,48.83,38.98,173.62,10.83,7.21
845,21.55,27.35,34.65,48.96,176.47,7.41,6.15
846,22.47,44.49,54.58,26.65,166.41,10.75,5.22
847,42.85,53.97,60.98,60.55,164.63,16.27,14.6
848,57.65,51.99,63.28,126.66,186.23,17.22,17.61
849,17.73,19.52,47.62,-12.62,130.83,5.56,4.85
850,23.25,57.09,63.12,75.2,183.57,12.67,7.23
851,58.38,66.98,72.15,133.4,169.15,33.54,12.83
