Trial,Step_1000
1,1.577420651730948
2,-5.309096050216661
3,10.224518007321471
4,33.52006000931214
5,20.874066817061866
6,-11.167935560186539
7,-11.11525510657801
8,-7.975957446388415
9,-24.96134554370157
10,-47.823905737889056
11,-16.4993614191017
12,18.25356339272169
13,17.624410351643597
14,3.4201082483453065
15,5.735529157575998
16,0.5442607696425
17,-26.00725492722191
18,-40.07680048004303
19,-35.04747579793435
20,-52.142768367337126
21,-1.5978130153470893
22,-5.409693959661868
23,29.33244438071641
24,-18.105244189440082
25,-60.40898481561075
26,5.785795165461733
27,7.530517646271768
28,-16.282634177466175
29,-0.3377898323436234
30,-53.02328999084054
31,74.8025184274218
32,34.840909854793736
33,-41.77862927503278
34,-40.799173546904456
35,65.90726329872543
36,3.0756349532759417
37,40.48812745638384
38,-15.858116303548249
39,-81.72350855494807
40,1.1138168662303471
41,39.783118988792374
42,30.26896278351912
43,41.586196350077216
44,54.82616422525406
45,-9.457625903880182
46,-15.394046813616466
47,0.5121907663880293
48,-10.245182135436968
49,-58.04211899877885
50,-20.30774233749434
51,-26.03506911554566
52,-16.462558372672504
53,-64.64313770018228
54,29.996784353154997
55,38.88521438367912
56,30.557385204213237
57,-38.665326301125525
58,4.521687056049402
59,6.183950671225034
60,35.333597431187
61,3.2329167837679975
62,-20.62268638295955
63,-44.414776898322174
64,-36.04558401346313
65,-42.57819285484628
66,-46.81532675043633
67,-17.63340280996991
68,41.5574972531888
69,-66.35168486785342
70,-31.084895941712738
71,-40.72714643326945
72,35.35257692174266
73,19.27978359941658
74,-24.402501233665163
75,-54.459124388053105
76,-44.93207448917079
77,13.7942648271196
78,-7.836812294108392
79,-39.421293063502695
80,76.90898234688105
81,1.8444238899036705
82,-50.05000004068269
83,-22.905040564233786
84,2.7264266961223456
85,-44.26773985651378
86,-46.44767417932232
87,-10.031638102984214
88,57.56945547227447
89,10.98175464849621
90,13.765026364799471
91,-9.996691433244955
92,42.77787921607222
93,30.97206048322151
94,-13.166957162260427
95,33.05306180672493
96,-6.1003972976253324
97,-4.5685194831496885
98,-42.98763833025404
99,8.91443553789795
100,-2.1481970455874646
101,16.061922026534848
102,-26.523183293821724
103,-11.705007506047163
104,-75.66654564380605
105,-3.6370664693921606
106,17.45246093997577
107,-36.14321466639474
108,68.24155394616128
109,25.654077415338477
110,14.848565969464875
111,-33.5011058147456
112,-61.879767205175554
113,-23.38644235874525
114,59.32728037411643
115,-33.98117731248965
116,-15.131860583094422
117,-27.17859205884278
118,36.87986192847466
119,52.707184361585625
120,-17.45486998182349
121,43.48285563941167
122,-57.72049676084078
123,5.35956853985315
124,27.05723545489543
125,59.23626289456084
126,-42.79467741325059
127,52.12548505417118
128,-49.64207541878615
129,-8.99407074239382
130,12.709427983662797
131,-61.70565153690521
132,-34.95533061231108
133,3.5205418656715395
134,-24.18633931262121
135,48.0914738508859
136,8.953567920423337
137,25.236238128796785
138,-36.48775300658071
139,22.95441372229206
140,-10.920079487700823
141,8.899272693153936
142,-11.343931299855148
143,69.8835257956192
144,16.854584875833524
145,34.0313352066023
146,6.6827570859599765
147,31.443275159644
148,29.862620905018282
149,-57.165585132617835
150,-36.772790089998885
151,13.618635228776288
152,-31.90497243650846
153,13.044665223891982
154,-38.37932317512269
155,10.025319283967786
156,-12.057380733610046
157,-62.521412688851704
158,-42.94479365593573
159,-28.500721674202214
160,5.379416653890813
161,-11.148280652992216
162,32.45075085986632
163,24.91085729271173
164,2.6056492170944723
165,29.272144447945124
166,23.33149927835554
167,15.345199198695623
168,-42.11458329309396
169,10.716296540058455
