Group,Clustering_Score
Active (Stigmergic),0.5369170984455959
Active (Stigmergic),0.5206117021276596
Active (Stigmergic),0.4966711051930759
Active (Stigmergic),0.5115681233933161
Active (Stigmergic),0.5149934810951761
Active (Stigmergic),0.5124183006535947
Active (Stigmergic),0.5133689839572193
Active (Stigmergic),0.48825065274151436
Active (Stigmergic),0.49379310344827587
Active (Stigmergic),0.498589562764457
Active (Stigmergic),0.49511173184357543
Active (Stigmergic),0.4837239583333333
Active (Stigmergic),0.5
Active (Stigmergic),0.5207522697795072
Active (Stigmergic),0.5288831835686778
Active (Stigmergic),0.5180305131761442
Active (Stigmergic),0.5207792207792208
Active (Stigmergic),0.5184956843403206
Active (Stigmergic),0.5082697201017812
Active (Stigmergic),0.5094594594594595
Active (Stigmergic),0.5187096774193548
Active (Stigmergic),0.5100671140939598
Active (Stigmergic),0.5227272727272727
Active (Stigmergic),0.48709239130434784
Active (Stigmergic),0.5070153061224489
Active (Stigmergic),0.513531799729364
Active (Stigmergic),0.5191518467852257
Active (Stigmergic),0.5069156293222683
Active (Stigmergic),0.5086551264980027
Active (Stigmergic),0.5209424083769634
Active (Stigmergic),0.5006578947368421
Active (Stigmergic),0.4680397727272727
Active (Stigmergic),0.5155642023346303
Active (Stigmergic),0.5121293800539084
Active (Stigmergic),0.5289473684210526
Active (Stigmergic),0.533289817232376
Active (Stigmergic),0.5182767624020888
Active (Stigmergic),0.5305851063829787
Active (Stigmergic),0.5206043956043956
Active (Stigmergic),0.49865951742627346
Active (Stigmergic),0.536813922356091
Active (Stigmergic),0.5166223404255319
Active (Stigmergic),0.5367647058823529
Active (Stigmergic),0.480528511821975
Active (Stigmergic),0.5159500693481276
Active (Stigmergic),0.49441340782122906
Active (Stigmergic),0.518048128342246
Active (Stigmergic),0.5012870012870013
Active (Stigmergic),0.524798927613941
Active (Stigmergic),0.5027322404371585
Active (Stigmergic),0.5267022696929239
Active (Stigmergic),0.5284167794316644
Active (Stigmergic),0.497289972899729
Active (Stigmergic),0.50199203187251
Active (Stigmergic),0.4903047091412742
Active (Stigmergic),0.5139072847682119
Active (Stigmergic),0.48934753661784286
Active (Stigmergic),0.48801597869507324
Active (Stigmergic),0.5035260930888575
Active (Stigmergic),0.5365205843293492
Active (Stigmergic),0.5100133511348465
Active (Stigmergic),0.510387811634349
Active (Stigmergic),0.5225281602002503
Active (Stigmergic),0.5127860026917901
Active (Stigmergic),0.5486284289276808
Active (Stigmergic),0.48575305291723203
Active (Stigmergic),0.5136054421768708
Active (Stigmergic),0.5
Active (Stigmergic),0.5401002506265664
Active (Stigmergic),0.5082079343365253
Active (Stigmergic),0.5203412073490814
Active (Stigmergic),0.5206666666666667
Active (Stigmergic),0.518918918918919
Active (Stigmergic),0.5006729475100942
Active (Stigmergic),0.4974587039390089
Active (Stigmergic),0.5202156334231806
Active (Stigmergic),0.46938775510204084
Active (Stigmergic),0.5197109067017083
Active (Stigmergic),0.5446891191709845
Active (Stigmergic),0.5361519607843137
Active (Stigmergic),0.5129366106080206
Active (Stigmergic),0.5
Active (Stigmergic),0.5320427236315087
Active (Stigmergic),0.5114247311827957
Active (Stigmergic),0.55625
Active (Stigmergic),0.5073726541554959
Active (Stigmergic),0.4993252361673414
Active (Stigmergic),0.5054495912806539
Active (Stigmergic),0.5203679369250985
Active (Stigmergic),0.48687845303867405
Active (Stigmergic),0.5129781420765027
Active (Stigmergic),0.5309973045822103
Active (Stigmergic),0.5053191489361702
Active (Stigmergic),0.5278532608695652
Active (Stigmergic),0.5130208333333334
Active (Stigmergic),0.5113493064312736
Active (Stigmergic),0.5067204301075269
Active (Stigmergic),0.5027972027972027
Active (Stigmergic),0.499330655957162
Active (Stigmergic),0.4886666666666667
Active (Stigmergic),0.4792263610315186
Active (Stigmergic),0.5320427236315087
Active (Stigmergic),0.49530201342281877
Active (Stigmergic),0.5033467202141901
Active (Stigmergic),0.5388958594730239
Active (Stigmergic),0.5038759689922481
Active (Stigmergic),0.5052770448548812
Active (Stigmergic),0.4897680763983629
Active (Stigmergic),0.47829131652661067
Active (Stigmergic),0.5240811153358682
Active (Stigmergic),0.4704225352112676
Active (Stigmergic),0.4966931216931217
Active (Stigmergic),0.5081743869209809
Active (Stigmergic),0.5165343915343915
Active (Stigmergic),0.5130718954248366
Active (Stigmergic),0.5099734042553191
Active (Stigmergic),0.5340760157273918
Active (Stigmergic),0.5190039318479686
Active (Stigmergic),0.5230040595399188
Active (Stigmergic),0.5170827858081471
Active (Stigmergic),0.5129076086956522
Active (Stigmergic),0.5046979865771812
Active (Stigmergic),0.5155826558265583
Active (Stigmergic),0.49455782312925173
Active (Stigmergic),0.5266927083333334
Active (Stigmergic),0.49383561643835616
Active (Stigmergic),0.5100133511348465
Active (Stigmergic),0.5049575070821529
Active (Stigmergic),0.5285714285714286
Active (Stigmergic),0.523447401774398
Active (Stigmergic),0.5088676671214188
Active (Stigmergic),0.5139813581890812
Active (Stigmergic),0.514747191011236
Active (Stigmergic),0.5238744884038199
Active (Stigmergic),0.515032679738562
Active (Stigmergic),0.4862448418156809
Active (Stigmergic),0.4986684420772304
Active (Stigmergic),0.5129198966408268
Active (Stigmergic),0.5045632333767927
Active (Stigmergic),0.5055478502080444
Active (Stigmergic),0.5271739130434783
Active (Stigmergic),0.49125168236877526
Active (Stigmergic),0.49047619047619045
Active (Stigmergic),0.5052287581699346
Active (Stigmergic),0.5111695137976346
Active (Stigmergic),0.5111989459815547
Active (Stigmergic),0.5110389610389611
Active (Stigmergic),0.5132978723404256
Active (Stigmergic),0.5052151238591917
Active (Stigmergic),0.501953125
Active (Stigmergic),0.5189048239895697
Active (Stigmergic),0.5059445178335535
Active (Stigmergic),0.5157068062827225
Active (Stigmergic),0.5317662007623888
Active (Stigmergic),0.532133676092545
Active (Stigmergic),0.5033288948069241
Active (Stigmergic),0.5014245014245015
Active (Stigmergic),0.5412234042553191
Active (Stigmergic),0.5340314136125655
Active (Stigmergic),0.5323834196891192
Active (Stigmergic),0.49236641221374045
Active (Stigmergic),0.4941022280471822
Active (Stigmergic),0.5006906077348067
Active (Stigmergic),0.5083916083916084
Active (Stigmergic),0.496617050067659
Active (Stigmergic),0.4786096256684492
Active (Stigmergic),0.48751642575558474
Active (Stigmergic),0.5285714285714286
Active (Stigmergic),0.5205026455026455
Active (Stigmergic),0.48588709677419356
Active (Stigmergic),0.5091145833333334
Active (Stigmergic),0.4980392156862745
Active (Stigmergic),0.5204216073781291
Active (Stigmergic),0.5128552097428958
Active (Stigmergic),0.5256756756756756
Active (Stigmergic),0.5079787234042553
Active (Stigmergic),0.49019607843137253
Active (Stigmergic),0.5380434782608695
Active (Stigmergic),0.5155844155844156
Active (Stigmergic),0.49592391304347827
Active (Stigmergic),0.47421203438395415
Active (Stigmergic),0.5148963730569949
Active (Stigmergic),0.500669344042838
Active (Stigmergic),0.5057915057915058
Active (Stigmergic),0.5285326086956522
Active (Stigmergic),0.48138297872340424
Active (Stigmergic),0.5226364846870839
Active (Stigmergic),0.5102040816326531
Active (Stigmergic),0.519281914893617
Active (Stigmergic),0.4965469613259669
Active (Stigmergic),0.4898785425101215
Active (Stigmergic),0.5339622641509434
Active (Stigmergic),0.5
Active (Stigmergic),0.5082644628099173
Active (Stigmergic),0.5096286107290234
Active (Stigmergic),0.5143229166666666
Active (Stigmergic),0.47888283378746593
Active (Stigmergic),0.5013192612137203
Active (Stigmergic),0.4979224376731302
Active (Stigmergic),0.5045992115637319
Active (Stigmergic),0.47459893048128343
Active (Stigmergic),0.542
Active (Stigmergic),0.5098167539267016
Active (Stigmergic),0.5061224489795918
Active (Stigmergic),0.5305591677503251
Active (Stigmergic),0.5110533159947984
Active (Stigmergic),0.49607329842931935
Active (Stigmergic),0.5326231691078562
Active (Stigmergic),0.5013368983957219
Active (Stigmergic),0.5283140283140283
Active (Stigmergic),0.5079681274900398
Active (Stigmergic),0.49726027397260275
Active (Stigmergic),0.49525101763907736
Active (Stigmergic),0.5083333333333333
Active (Stigmergic),0.4972451790633609
Active (Stigmergic),0.4953825857519789
Active (Stigmergic),0.5093708165997323
Active (Stigmergic),0.4897959183673469
Active (Stigmergic),0.5054945054945055
Active (Stigmergic),0.519280205655527
Active (Stigmergic),0.5489060489060489
Active (Stigmergic),0.5027777777777778
Active (Stigmergic),0.49653739612188363
Active (Stigmergic),0.5252263906856404
Active (Stigmergic),0.5270448548812665
Active (Stigmergic),0.4854111405835544
Active (Stigmergic),0.5214477211796247
Active (Stigmergic),0.49860917941585536
Active (Stigmergic),0.5171503957783641
Active (Stigmergic),0.5083333333333333
Active (Stigmergic),0.49744572158365263
Active (Stigmergic),0.5038860103626943
Active (Stigmergic),0.5006906077348067
Active (Stigmergic),0.5282258064516129
Active (Stigmergic),0.5168010752688172
Active (Stigmergic),0.491701244813278
Active (Stigmergic),0.5147887323943662
Active (Stigmergic),0.5242463958060288
Active (Stigmergic),0.5092838196286472
Active (Stigmergic),0.476056338028169
Active (Stigmergic),0.49583333333333335
Active (Stigmergic),0.5089858793324775
Active (Stigmergic),0.4953519256308101
Active (Stigmergic),0.5104438642297651
Active (Stigmergic),0.5140750670241286
Active (Stigmergic),0.5156675749318801
Active (Stigmergic),0.49403183023872677
Active (Stigmergic),0.49864864864864866
Active (Stigmergic),0.5219354838709678
Active (Stigmergic),0.5107816711590296
Active (Stigmergic),0.5113031914893617
Active (Stigmergic),0.48556430446194226
Active (Stigmergic),0.5048275862068966
Active (Stigmergic),0.5191256830601093
Active (Stigmergic),0.4881118881118881
Active (Stigmergic),0.5137976346911958
Active (Stigmergic),0.5253712871287128
Active (Stigmergic),0.47249647390691113
Active (Stigmergic),0.5
Active (Stigmergic),0.5090556274256145
Active (Stigmergic),0.48890429958391124
Active (Stigmergic),0.5006887052341598
Active (Stigmergic),0.508724832214765
Active (Stigmergic),0.5084306095979247
Active (Stigmergic),0.49931506849315066
Active (Stigmergic),0.5046854082998661
Active (Stigmergic),0.47925311203319504
Active (Stigmergic),0.5541362530413625
Active (Stigmergic),0.5052083333333334
Active (Stigmergic),0.5108254397834912
Active (Stigmergic),0.5373711340206185
Active (Stigmergic),0.530690537084399
Active (Stigmergic),0.4858156028368794
Active (Stigmergic),0.5107671601615074
Active (Stigmergic),0.5341655716162943
Active (Stigmergic),0.5052287581699346
Active (Stigmergic),0.5164257555847569
Active (Stigmergic),0.5092226613965745
Active (Stigmergic),0.5242782152230971
Active (Stigmergic),0.5072944297082228
Active (Stigmergic),0.5216535433070866
Active (Stigmergic),0.5439146800501882
Active (Stigmergic),0.5020632737276479
Active (Stigmergic),0.5014044943820225
Active (Stigmergic),0.5088555858310627
Active (Stigmergic),0.4954068241469816
Active (Stigmergic),0.5128205128205128
Active (Stigmergic),0.4986842105263158
Active (Stigmergic),0.5244708994708994
Active (Stigmergic),0.5019329896907216
Active (Stigmergic),0.48735777496839444
Active (Stigmergic),0.48445945945945945
Active (Stigmergic),0.4866666666666667
Active (Stigmergic),0.5308483290488432
