Group,Final_Clustering_Score,Delta_Score
Active (Stigmergic),0.5188556566970091,0.21391417425227566
Active (Stigmergic),0.5316205533596838,0.2299077733860343
Active (Stigmergic),0.5245683930942895,0.22244355909694552
Active (Stigmergic),0.4946524064171123,0.21724598930481281
Active (Stigmergic),0.5138157894736842,0.20065789473684215
Active (Stigmergic),0.5171974522292994,0.20127388535031848
Active (Stigmergic),0.5026143790849673,0.19934640522875818
Active (Stigmergic),0.5143929912390488,0.19524405506883602
Active (Stigmergic),0.49661246612466126,0.20596205962059622
Active (Stigmergic),0.5,0.18659658344283836
Active (Stigmergic),0.5092961487383798,0.19853917662682602
Active (Stigmergic),0.5210191082802548,0.2140127388535032
Active (Stigmergic),0.5257936507936508,0.210978835978836
Active (Stigmergic),0.49794238683127573,0.21399176954732513
Active (Stigmergic),0.5065876152832675,0.18181818181818182
Active (Stigmergic),0.5212201591511937,0.21816976127320958
Active (Stigmergic),0.5176933158584535,0.20838794233289643
Active (Stigmergic),0.4917808219178082,0.21164383561643835
Active (Stigmergic),0.5221932114882507,0.20691906005221938
Active (Stigmergic),0.5179282868525896,0.22177954847277553
Active (Stigmergic),0.5251655629139073,0.21258278145695364
Active (Stigmergic),0.5078636959370905,0.21100917431192662
Active (Stigmergic),0.5020053475935828,0.2032085561497326
Active (Stigmergic),0.5176470588235295,0.1947712418300654
Active (Stigmergic),0.531875,0.22812499999999997
Active (Stigmergic),0.5019255455712451,0.18485237483953781
Active (Stigmergic),0.5061307901907357,0.21321525885558584
Active (Stigmergic),0.5,0.2071240105540897
Active (Stigmergic),0.5175097276264592,0.19325551232166022
Active (Stigmergic),0.5194049159120311,0.20763260025873226
Active (Stigmergic),0.5146239554317549,0.2318941504178273
Active (Stigmergic),0.5221179624664879,0.22386058981233242
Active (Stigmergic),0.48223684210526313,0.17763157894736842
Active (Stigmergic),0.48739495798319327,0.20378151260504201
Active (Stigmergic),0.517578125,0.20833333333333331
Active (Stigmergic),0.486468200270636,0.19959404600811909
Active (Stigmergic),0.5182679296346414,0.2246278755074425
Active (Stigmergic),0.529291553133515,0.22752043596730243
Active (Stigmergic),0.5133928571428571,0.2136479591836734
Active (Stigmergic),0.4860917941585535,0.194019471488178
Active (Stigmergic),0.5422979797979798,0.22664141414141414
Active (Stigmergic),0.5021459227467812,0.20600858369098718
Active (Stigmergic),0.5358056265984654,0.23976982097186694
Active (Stigmergic),0.49725274725274726,0.20054945054945056
Active (Stigmergic),0.4958734525447043,0.2173314993122421
Active (Stigmergic),0.5112285336856011,0.21202113606340822
Active (Stigmergic),0.5042075736325385,0.2300140252454418
Active (Stigmergic),0.5132100396301189,0.22126816380449144
Active (Stigmergic),0.48130193905817176,0.20498614958448752
Active (Stigmergic),0.49259757738896365,0.20995962314939431
Active (Stigmergic),0.5351105331599479,0.24447334200260074
Active (Stigmergic),0.5052910052910053,0.21891534391534395
Active (Stigmergic),0.5186418109187749,0.20306258322237014
Active (Stigmergic),0.5155642023346303,0.1945525291828793
Active (Stigmergic),0.5053191489361702,0.2054521276595745
Active (Stigmergic),0.516774193548387,0.20516129032258063
Active (Stigmergic),0.49369747899159666,0.20658263305322133
Active (Stigmergic),0.5006353240152478,0.19695044472681067
Active (Stigmergic),0.524074074074074,0.20802469135802465
Active (Stigmergic),0.49007936507936506,0.18981481481481477
Active (Stigmergic),0.5078636959370905,0.2064220183486239
Active (Stigmergic),0.5103492884864166,0.19340232858990947
Active (Stigmergic),0.5131926121372031,0.21833773087071234
Active (Stigmergic),0.5209923664122137,0.21755725190839692
Active (Stigmergic),0.48360655737704916,0.20150273224043713
Active (Stigmergic),0.5,0.1945551128818061
Active (Stigmergic),0.4931129476584022,0.21143250688705234
Active (Stigmergic),0.5045219638242894,0.19056847545219635
Active (Stigmergic),0.5072178477690289,0.2020997375328084
Active (Stigmergic),0.5053120849933599,0.18857901726427623
Active (Stigmergic),0.483695652173913,0.1841032608695652
Active (Stigmergic),0.48712737127371275,0.19579945799457998
Active (Stigmergic),0.525625,0.20625
Active (Stigmergic),0.5159362549800797,0.2138114209827357
Active (Stigmergic),0.512311901504788,0.22777017783857734
Active (Stigmergic),0.5129604365620737,0.2189631650750341
Active (Stigmergic),0.5125661375661376,0.208994708994709
Active (Stigmergic),0.5128369704749679,0.2079589216944801
Active (Stigmergic),0.5282522996057819,0.20367936925098556
Active (Stigmergic),0.47959183673469385,0.18707482993197277
Active (Stigmergic),0.49297752808988765,0.2162921348314607
Active (Stigmergic),0.5166002656042497,0.23373173970783528
Active (Stigmergic),0.5230179028132992,0.2154731457800511
Active (Stigmergic),0.4993141289437586,0.2098765432098766
Active (Stigmergic),0.5255427841634738,0.2234993614303959
Active (Stigmergic),0.5113031914893617,0.19813829787234039
Active (Stigmergic),0.4886515353805073,0.1995994659546061
Active (Stigmergic),0.5012953367875648,0.19106217616580312
Active (Stigmergic),0.5370611183355006,0.2132639791937581
Active (Stigmergic),0.5417737789203085,0.23329048843187666
Active (Stigmergic),0.5211538461538462,0.21987179487179492
Active (Stigmergic),0.4924554183813443,0.20987654320987653
Active (Stigmergic),0.5075653370013755,0.2097661623108666
Active (Stigmergic),0.5252263906856404,0.2205692108667529
Active (Stigmergic),0.5162548764629389,0.2009102730819246
Active (Stigmergic),0.5261394101876675,0.24530831099195705
Active (Stigmergic),0.5025220680958385,0.1778058007566204
Active (Stigmergic),0.5295275590551181,0.22506561679790021
Active (Stigmergic),0.5076923076923077,0.20769230769230768
Active (Stigmergic),0.4870967741935484,0.1535483870967742
Active (Stigmergic),0.521970705725699,0.20505992010652463
Active (Stigmergic),0.48626373626373626,0.20879120879120877
Active (Stigmergic),0.5159151193633952,0.2221485411140583
Active (Stigmergic),0.4945130315500686,0.19067215363511658
Active (Stigmergic),0.49272486772486773,0.19246031746031744
Active (Stigmergic),0.515645371577575,0.2138200782268579
Active (Stigmergic),0.49159663865546216,0.20588235294117646
Active (Stigmergic),0.4932249322493225,0.20121951219512196
Active (Stigmergic),0.4871611982881598,0.2196861626248217
Active (Stigmergic),0.5370370370370371,0.217283950617284
Active (Stigmergic),0.5026773761713521,0.20481927710843378
Active (Stigmergic),0.4946949602122016,0.21021220159151194
Active (Stigmergic),0.5133689839572193,0.21323529411764713
Active (Stigmergic),0.5250990752972259,0.2054161162483487
Active (Stigmergic),0.5110821382007823,0.20013037809647982
Active (Stigmergic),0.512,0.22200000000000003
Active (Stigmergic),0.5294502617801047,0.21007853403141358
Active (Stigmergic),0.5164609053497943,0.23251028806584367
Active (Stigmergic),0.5207522697795072,0.21984435797665375
Active (Stigmergic),0.5006756756756757,0.19864864864864867
Active (Stigmergic),0.4879441624365482,0.17766497461928932
Active (Stigmergic),0.5034387895460798,0.20426409903713894
Active (Stigmergic),0.5298102981029811,0.23780487804878053
Active (Stigmergic),0.5243393602225312,0.2218358831710709
Active (Stigmergic),0.5329113924050632,0.2132911392405063
Active (Stigmergic),0.5100942126514132,0.2079407806191117
Active (Stigmergic),0.5096649484536082,0.19072164948453607
Active (Stigmergic),0.5266579973992198,0.2217165149544864
Active (Stigmergic),0.5130315500685871,0.21262002743484226
Active (Stigmergic),0.519205298013245,0.21854304635761584
Active (Stigmergic),0.5148048452220727,0.21601615074024227
Active (Stigmergic),0.4964689265536723,0.21610169491525422
Active (Stigmergic),0.5196335078534031,0.21727748691099474
Active (Stigmergic),0.5203562340966921,0.20101781170483457
Active (Stigmergic),0.5069708491761724,0.19581749049429664
Active (Stigmergic),0.5091264667535854,0.21056062581486312
Active (Stigmergic),0.48029891304347827,0.171875
Active (Stigmergic),0.5335868187579215,0.20088719898605834
Active (Stigmergic),0.530209617755857,0.17940813810110973
Active (Stigmergic),0.4925170068027211,0.20748299319727892
Active (Stigmergic),0.5026525198938993,0.20358090185676397
Active (Stigmergic),0.5116883116883116,0.20129870129870125
Active (Stigmergic),0.5,0.19478737997256518
Active (Stigmergic),0.5076628352490421,0.19284802043422727
Active (Stigmergic),0.49179206566347466,0.1963064295485636
Active (Stigmergic),0.4865229110512129,0.17654986522911048
Active (Stigmergic),0.5127860026917901,0.20726783310901753
Active (Stigmergic),0.5277777777777778,0.22997416020671835
Active (Stigmergic),0.5168612191958496,0.20881971465629057
Active (Stigmergic),0.5040760869565217,0.22894021739130432
Active (Stigmergic),0.4803646563814867,0.18302945301542778
Active (Stigmergic),0.501953125,0.18684895833333331
Active (Stigmergic),0.48412698412698413,0.18903318903318905
Active (Stigmergic),0.5161290322580645,0.22311827956989244
Active (Stigmergic),0.5168393782383419,0.216321243523316
Active (Stigmergic),0.5216819973718791,0.2135348226018397
Active (Stigmergic),0.5179558011049724,0.2168508287292818
Active (Stigmergic),0.5107238605898123,0.2091152815013405
Active (Stigmergic),0.5062154696132597,0.212707182320442
Active (Stigmergic),0.5135908440629471,0.23462088698140204
Active (Stigmergic),0.48408488063660476,0.17838196286472147
Active (Stigmergic),0.518595041322314,0.23966942148760328
Active (Stigmergic),0.4838501291989664,0.17764857881136953
Active (Stigmergic),0.5006605019815059,0.20475561426684274
Active (Stigmergic),0.506896551724138,0.2303448275862069
Active (Stigmergic),0.47364864864864864,0.19256756756756754
Active (Stigmergic),0.4993726474278545,0.1951066499372648
Active (Stigmergic),0.4868238557558946,0.1997226074895978
Active (Stigmergic),0.5301129234629862,0.21580928481806777
Active (Stigmergic),0.5092226613965745,0.191699604743083
Active (Stigmergic),0.49612903225806454,0.17354838709677423
Active (Stigmergic),0.5170157068062827,0.20091623036649214
Active (Stigmergic),0.5343949044585987,0.21847133757961784
Active (Stigmergic),0.4864314789687924,0.1987788331071913
Active (Stigmergic),0.4836879432624113,0.2106382978723404
Active (Stigmergic),0.5193850267379679,0.20588235294117652
Active (Stigmergic),0.5026281208935611,0.21550591327201052
Active (Stigmergic),0.5020080321285141,0.21552878179384205
Active (Stigmergic),0.48512747875354106,0.20609065155807366
Active (Stigmergic),0.5444993819530284,0.21878862793572307
Active (Stigmergic),0.5033244680851063,0.19880319148936165
Active (Stigmergic),0.5106524633821571,0.2177097203728362
Active (Stigmergic),0.5,0.2129506008010681
Active (Stigmergic),0.5077720207253886,0.19753886010362698
Active (Stigmergic),0.4961340206185567,0.1823453608247423
Active (Stigmergic),0.4869942196531792,0.2254335260115607
Active (Stigmergic),0.5271966527196653,0.24198047419804747
Active (Stigmergic),0.4945429740791269,0.20736698499317874
Active (Stigmergic),0.49936305732484076,0.1961783439490446
Active (Stigmergic),0.511968085106383,0.21276595744680854
Active (Stigmergic),0.5264175257731959,0.22229381443298973
Active (Stigmergic),0.5171703296703297,0.22458791208791212
Active (Stigmergic),0.47156084656084657,0.17195767195767198
