aggregate_summary.csv

Target Mean Stop Time (steps),702.18924
Target SD of Stop Times (steps),751.2593162212577

Trials with Mean Rock Displacement <= 0,81
Specific Rock Trial IDs,"12, 21, 24, 25, 27, 31, 44, 63, 94, 127, 129, 136, 141, 146, 169, 172, 179, 181, 187, 217, 232, 242, 247, 273, 285, 291, 319, 331, 343, 356, 374, 385, 391, 392, 403, 414, 437, 446, 450, 498, 501, 505, 511, 527, 547, 548, 551, 569, 582, 611, 616, 626, 642, 665, 667, 671, 676, 679, 685, 697, 701, 716, 719, 726, 752, 782, 795, 800, 812, 835, 840, 850, 888, 890, 906, 913, 917, 928, 933, 970, 990"

Trials with Mean BBot Displacement <= 0,492
Specific BBot Trial IDs,"3, 6, 9, 10, 11, 12, 14, 18, 20, 21, 24, 25, 28, 30, 32, 33, 34, 35, 37, 38, 41, 43, 45, 46, 47, 51, 52, 54, 55, 58, 64, 66, 68, 69, 70, 73, 75, 78, 85, 86, 87, 90, 92, 97, 98, 101, 103, 104, 105, 106, 110, 111, 114, 117, 118, 119, 120, 121, 123, 124, 126, 128, 130, 131, 133, 135, 137, 140, 142, 145, 146, 147, 152, 154, 155, 158, 160, 162, 164, 166, 168, 170, 172, 173, 177, 181, 182, 183, 185, 186, 187, 188, 190, 192, 193, 197, 199, 203, 204, 205, 206, 207, 210, 212, 213, 214, 215, 216, 218, 220, 221, 222, 227, 230, 232, 233, 234, 236, 237, 239, 241, 244, 245, 250, 251, 253, 254, 255, 256, 261, 262, 266, 268, 271, 273, 274, 276, 277, 278, 279, 282, 284, 285, 291, 293, 294, 296, 297, 298, 300, 302, 303, 304, 305, 311, 312, 320, 321, 323, 329, 333, 336, 338, 339, 340, 341, 342, 343, 347, 350, 351, 352, 357, 366, 368, 369, 371, 375, 378, 381, 385, 386, 387, 388, 391, 395, 396, 397, 399, 401, 403, 404, 406, 407, 411, 412, 416, 418, 420, 421, 423, 424, 429, 431, 433, 434, 435, 436, 439, 440, 441, 442, 445, 449, 450, 452, 453, 454, 455, 456, 459, 460, 462, 465, 467, 468, 469, 470, 472, 475, 476, 477, 478, 479, 480, 481, 483, 484, 485, 486, 487, 489, 490, 491, 492, 494, 495, 496, 498, 499, 500, 504, 505, 507, 512, 513, 514, 518, 524, 525, 526, 529, 530, 534, 537, 538, 539, 542, 543, 548, 550, 552, 553, 554, 555, 557, 560, 562, 563, 564, 565, 566, 568, 570, 573, 579, 580, 584, 585, 587, 588, 591, 592, 595, 598, 601, 603, 606, 607, 608, 609, 611, 612, 614, 615, 618, 620, 622, 624, 626, 627, 629, 630, 631, 634, 636, 637, 640, 641, 642, 643, 644, 652, 654, 655, 656, 657, 659, 660, 662, 663, 665, 666, 670, 672, 673, 674, 675, 677, 682, 683, 684, 686, 687, 689, 698, 699, 700, 701, 704, 706, 709, 711, 712, 718, 719, 720, 721, 725, 727, 728, 729, 730, 732, 737, 742, 745, 747, 749, 750, 751, 754, 758, 760, 761, 764, 765, 767, 768, 770, 771, 773, 774, 776, 779, 780, 782, 784, 786, 788, 789, 792, 793, 795, 797, 798, 803, 806, 807, 808, 810, 811, 812, 813, 816, 818, 819, 820, 821, 822, 824, 826, 829, 831, 832, 833, 834, 835, 837, 839, 840, 841, 843, 845, 848, 856, 858, 859, 861, 862, 864, 865, 870, 871, 872, 875, 876, 878, 879, 882, 889, 891, 893, 895, 896, 902, 903, 904, 905, 906, 907, 908, 910, 911, 912, 916, 921, 922, 926, 927, 930, 932, 934, 936, 944, 947, 948, 949, 951, 953, 954, 958, 959, 964, 965, 967, 968, 971, 975, 976, 981, 982, 983, 985, 986, 987, 990, 994, 995, 996, 999, 1000"

Total Trials,1000

,Mean of Pooled Rock Displacement (px),29.526679887740922
,SD of Above (px),95.40972557477164
,Mean of Intra-Run Rock Displacement (px),29.526679887740922
,SD of Above (px),20.356626293384853

,Mean of Pooled Bbot Displacements (px),0.23002311066061668
,SD of Above (px),111.82092448641961
,Mean of Intra-Run Bbot Displacements (px),0.23002311066061662
,SD of Above (px),15.047493811726207

,Mean of Pooled Bbot Stop Times (steps),937.74396
,SD of Above (steps),585.2002092525399
,Mean of Intra-Run Stop Time Means (steps),937.74396
,SD of Above (steps),83.72108226685997

,Mean of Pooled Bbot Stop Times (s),15.629066
,SD of Above (s),9.753336820875667
,Mean of Intra-Run Stop Time Means (s),15.629066
,SD of Above (s),1.3953513711143328


Trial,Duration (steps),Duration (s),Mean Rock Displacement,Rock Displacement SD,Mean BBot Displacement,BBot Displacement SD,Mean BBot Stop Time (steps),BBot Stop SD (steps),Mean BBot Stop Time (s),BBot Stop SD (s)
1,2094,34.9,21.93341215378243,113.61593275670045,23.567368366907736,91.10933800207535,856.78,534.2230784522702,14.279666666666667,8.903717974204502
2,2501,41.68333333333333,33.465553052719514,64.29431553581331,8.37288784620651,90.75676557700146,898.38,621.2002171570116,14.973,10.35333695261686
3,3304,55.06666666666667,21.188314615269196,107.93768071536287,-23.696108111571473,103.84436501792695,1076.38,741.9802761556952,17.939666666666668,12.366337935928252
4,2610,43.5,11.083740795174633,90.13425514319191,2.870640471713125,94.63566842738447,913.06,619.8028129484211,15.217666666666666,10.330046882473685
5,1806,30.1,20.929700304494578,102.7685237631854,20.303804598318823,109.10757844148971,864.22,423.8835655493819,14.403666666666666,7.064726092489698
6,2596,43.266666666666666,61.21351032245501,75.22923011641595,-5.592281479720194,126.71135810187934,955.8,684.5818327375374,15.93,11.40969721229229
7,2551,42.516666666666666,45.07567049809568,111.77136460396412,19.101294999786127,108.0700926107279,990.84,596.3579037689993,16.514,9.93929839614999
8,2605,43.416666666666664,33.390182260470496,113.5318252463947,3.0359244239247682,114.22239475360263,1002.76,513.8130589930902,16.712666666666667,8.56355098321817
9,2239,37.31666666666667,47.449268876848485,110.85075019226777,-18.015024511675634,114.30467505475163,956.7,502.8736300056924,15.945,8.38122716676154
10,1981,33.016666666666666,27.32322994795918,109.3037072936254,-2.0248205874013836,107.76713345715126,774.92,540.9618734914953,12.915333333333333,9.016031224858255
11,2396,39.93333333333333,29.09794636129297,65.14267381960099,-22.65906649389531,124.22124691755793,934.82,599.4662826895543,15.580333333333334,9.991104711492572
12,2751,45.85,-0.2598547826497402,102.16827568137627,-17.828175426716918,114.40768740292587,979.4,607.3312648844307,16.323333333333334,10.122187748073843
13,2371,39.516666666666666,38.489311052823865,92.2127933891461,14.126064948042252,104.82255106832382,940.92,546.9080376376389,15.682,9.115133960627315
14,2148,35.8,37.411725982121204,96.05260414569213,-10.561363258443672,109.39152352613053,936.14,601.0825271872374,15.602333333333334,10.018042119787289
15,2667,44.45,25.1298278368581,93.61460249181471,10.256254539259825,123.24773471563515,1000.36,670.1125631913931,16.672666666666668,11.168542719856552
16,3302,55.03333333333333,17.74250301013879,105.34635430284729,15.166547678790648,103.56493330867487,940.82,605.6592188580597,15.680333333333333,10.094320314300996
17,2687,44.78333333333333,8.560561025778789,96.24796832106024,0.9433648031322025,100.92997856793741,1004.58,566.6714878146252,16.743,9.444524796910418
18,2521,42.016666666666666,13.041090193794865,100.80408400585893,-1.001251203771684,117.10286868798711,925.52,595.5286877717846,15.425333333333333,9.925478129529743
19,2001,33.35,27.022796294124127,122.43396288397086,16.071215288379673,99.70937758893882,925.32,550.0365271729595,15.422,9.167275452882658
20,2898,48.3,54.12323161538483,109.11913981288633,-1.6060014958807372,111.75239134076978,1211.68,745.3389159247199,20.194666666666667,12.422315265412
21,2870,47.833333333333336,-1.9149062173388451,82.32043986459138,-25.267050220517426,103.89787476208734,868.64,676.2070918146364,14.477333333333334,11.270118196910607
22,2131,35.516666666666666,63.22255377210392,89.92066132716603,8.541353610149379,102.2616470889592,895.38,545.3058265687209,14.923,9.088430442812015
23,2131,35.516666666666666,6.837144212508002,79.08457705954812,9.373767222979605,93.4257427988113,998.44,563.3624330929497,16.640666666666668,9.389373884882493
24,2334,38.9,-2.9055589517250495,93.8168353283837,-8.262141664962623,108.63720850999704,1034.58,581.8807329229409,17.243,9.698012215382347
25,2123,35.38333333333333,-4.258808922039311,105.94714551965912,-13.375916372827065,108.10944078307553,972.94,528.3889032343739,16.215666666666667,8.806481720572897
26,2347,39.11666666666667,55.01048617523234,85.61282869449013,9.49994048522406,133.34960690893124,909.96,586.6405205985717,15.166,9.777342009976195
27,1796,29.933333333333334,-1.4791171584687972,115.89472414751039,17.02187433777203,87.45623721438506,923.14,521.7783566509709,15.385666666666667,8.696305944182848
28,2149,35.81666666666667,43.111561489009254,95.15471658781951,-20.527869623342287,116.32215200491773,970.96,560.9742967664856,16.182666666666666,9.34957161277476
29,2391,39.85,62.176906034656234,81.39943767003116,22.12941412267385,117.7387665786746,991.48,623.3212962568718,16.52466666666667,10.388688270947863
30,2808,46.8,17.713362830283742,108.0347109633121,-6.77892933690525,118.00969611655171,980.3,640.7541236221391,16.338333333333335,10.679235393702317
31,2634,43.9,-12.289271219707775,129.72242234002394,0.17617459324504067,106.03959104103802,898.08,557.7269041312574,14.968,9.295448402187622
32,2868,47.8,13.754963299349855,79.72724679734442,-12.874526410668356,124.71553240355006,959.74,599.669868701581,15.995666666666667,9.994497811693018
