Trial,Step_500,Step_1000,Step_1500,Step_2000,Step_2500,Step_3000,Step_3500,Step_4000,Step_4500,Step_5000,Step_5500,Step_6000,Step_6500,Step_7000,Step_7500,Step_8000,Step_8500,Step_9000,Step_9500,Step_10000
1,-12.53664947690513,-75.50176307156428,2.8970486053026776,-11.201774670414116,-13.998454495599367,9.521387508503015,-22.7116390942616,-45.28923825718895,-22.394482325622327,-25.85483126710983,-20.434549790431674,35.25011687407382,-3.352995541794725,36.63131186565598,32.93623700489388,22.33002909561074,37.07491271197935,30.617725314306362,52.7622243217828,12.10834323331775
2,7.036003822104268,13.245927667199437,20.64060572710986,109.66820343628581,90.45957930207233,74.34505128878324,59.70516190836952,-16.935751938797864,34.42631261382115,37.68438270749606,14.976761704239134,11.105301853249731,0.571504094463684,-12.038387457725788,23.615322448808815,34.65090502032187,34.78751136057503,10.330811524475276,24.973411039222558,33.29385061416029
3,45.565267773807136,53.07808678656881,5.7235376456401665,-1.542677577074302,-12.354007001843629,-1.7033794408736185,14.85152451148553,48.31561547747815,43.97774985866076,15.338640280724958,15.05114519986902,-5.738977566324029,4.670771894433384,20.114932077031774,31.743690365377542,43.57922208939834,8.942387358342199,-3.7427869401397715,31.583733202086933,5.7571227303678825
4,77.64582589763533,74.18967208845599,59.724112914848774,-2.0283245269649854,55.819374951455416,53.25570683977718,23.330490756578918,49.63463077560034,45.55090126275878,50.09378589771746,56.18221753163091,78.29308753776378,62.21443017781743,66.34053922965398,37.79451429549468,78.0892217196947,61.399157499537,55.02834355170991,38.27986987095599,36.3188019309477
5,-39.515492870169105,-87.87596475199437,-48.28808749857208,-64.19428289522062,-19.26296870300399,-41.50173755112188,-12.012151744942113,1.011726669129382,17.117814760667017,56.36099565890159,34.25066616647523,10.042129459659233,24.835867935729713,-20.999014837281166,38.4437051639422,5.473889079224943,19.408310462880145,22.403890752227735,-45.963685524968795,-9.194486077025468
6,55.48900517421981,-0.8753549032169644,79.45738376319905,71.79888072064999,74.27200007077546,38.1695248467799,60.06384800727888,13.421403695890337,57.06770857629072,66.18283668223664,27.760031844742514,60.643031347906756,46.759704820080174,22.194515890399202,27.669678007369154,53.400941509967794,41.29432852648339,66.94012350251518,69.00159039962112,42.913408246143476
7,-8.966271166331882,2.1472346329004424,7.985063740020108,-47.43807901641871,-23.257071872836764,-13.818230772523993,9.582991804997949,-15.102037224592626,-1.3827196202111054,-66.72037047278437,-14.157375042650788,-35.48787325340412,-35.6629100459659,-9.709819569445973,-23.421918584883667,-15.290120063648562,-43.80820588230458,-61.6779200456508,-91.41059596960092,-18.028260727784
8,-45.81497465779883,-55.533366868132156,-63.55742883589042,-72.06642728833936,-51.73844916617023,-70.79715121859456,-108.93851411244044,-35.19502477549768,-114.58781122282126,-133.67250199178991,-108.2922885642517,-87.42751683594574,-75.92314066427043,-167.3763601414234,-140.24219923723922,-98.14763967589055,-93.45368660671298,-34.33512781433052,-49.386224860455016,-30.417130885927044
9,12.195400307865274,67.61212706996308,31.136040854074047,10.072528478935986,-23.69144668994981,-39.90181636235931,46.826431138730804,-19.054822327387427,13.57378478972029,41.73390092420183,83.92510253398022,113.47528085986649,65.30763363644681,11.043339586816053,17.671923989134292,-2.610816250903305,-28.495196233990825,-7.3031655525724855,-21.44127228472068,28.09715577584657
10,10.288928662707308,22.85547020490757,18.21560335417753,-73.49965916769332,-27.885476067070602,8.34459454538204,1.3293930099142386,1.1164923145986847,-9.11533944971383,-37.6756969684323,-12.025532371722985,32.84475390162798,49.06446236413548,34.32742725681877,18.193994851587114,11.82551569237279,-7.31061319139734,44.47941522875691,25.8575837202021,29.891926494489837
