Trial,Step_500,Step_1000,Step_1500,Step_2000,Step_2500,Step_3000,Step_3500,Step_4000,Step_4500,Step_5000,Step_5500,Step_6000,Step_6500,Step_7000,Step_7500,Step_8000,Step_8500,Step_9000,Step_9500,Step_10000
11,6.659320515293156,-2.852605866567474,24.228310425212747,-15.250376839282374,-96.9287079235339,-97.00013785284676,-70.17638637686528,-72.78721057925914,-31.4508721783948,-42.334365265925626,-56.58486565640327,-40.22693889961619,-35.75809554981221,-58.67557947467928,-77.44675323222384,-28.962023376570993,-29.619477696429257,-51.588157255639004,-24.345555716391026,-61.99434871258486
12,36.52961056210213,9.085750587924291,-14.343412416293805,-58.56694926628989,-45.61277659989117,-13.481378195501703,11.96675300999566,18.482523011933083,-1.760522470327831,-67.9203182497921,-89.2712303610035,-74.38823283335933,-11.273602522102681,-33.28438209174884,-69.32995728390624,-24.20929248582635,-15.899191489121643,-44.12680513312973,-5.716534672781035,-13.3266337905956
13,-5.288228859543537,-1.8665715021267295,-39.77469337287543,6.510759373579904,3.193766051410658,28.36215627389468,-19.97084712267583,4.37641743293472,-27.074766759497102,-1.187077903708095,44.42421883052307,21.271668628020205,-10.359973583250593,-48.53522677044227,-103.58591454306081,-78.1685699609548,-39.97122307784589,-17.504558754002105,-15.517780133452767,-35.86265439972381
14,2.9296032650099937,-11.085966654719698,-4.944028132308489,-41.31876488320496,-31.607494732027472,-23.718455720528926,-6.986603479185386,-61.39732551736087,-37.318661865608895,-39.092690804336925,25.86952269228203,-33.60057543348819,-26.35217707056254,-3.583903755246247,-42.5055490359732,-22.877352474857492,-39.37372918866729,-36.29772665400304,-4.809682959368186,-5.576891971797927
15,-20.344916899416273,-8.18281169933793,-15.59345769871398,-14.076785436167842,-68.41246446913797,-50.97066424547805,-47.05972185066363,-69.15714284987294,-46.18079696968156,-26.019932819545165,-84.83389677534485,-8.899948807767556,-11.234759100848702,0.06463943011037117,-54.849919967825755,-25.49805123523892,-23.931134508786194,-20.42742001951982,-26.062997697133124,-59.39814363642872
16,33.460057135247894,96.73424371635303,47.955060875365554,28.522659540443243,44.87077165456347,42.14229468721126,46.51670685973464,60.372903606177715,25.903960783557295,24.278755484932127,15.72107217969612,10.650949614067057,3.803762203553775,-4.629198805907651,21.578501730827966,17.426860585084818,63.86269756581123,53.254480428235425,47.15818049577278,41.89956484030903
17,8.288578837843376,-43.90682534059857,-64.40093791511482,-33.94355952211981,24.43630455727604,17.512657311179797,-8.2549943908727,24.046873312305177,47.23561883621532,-39.225549513988355,-20.326646107958304,-60.8382824295511,-55.662189704058605,-5.515963130579111,-34.32616381463911,44.26904128659492,28.86195085047017,59.014526634643325,75.6266015947264,68.13761541798401
18,13.868499890768343,3.9676509934509125,2.2675372867682655,49.21006210746534,41.3095398308565,30.043970949326784,-10.20985304705519,-10.67537612494479,24.65375059806363,-37.2766061409179,0.7432226487739229,-36.9082216782968,-42.64901326300268,-81.2671723491175,-90.23504390453189,-99.65969556742041,-24.453389842305565,8.18813218393694,-2.6910690997217825,3.3207658009379997
19,47.06015779308009,-13.00391286854413,-0.6176099196582812,-59.35029448818671,-2.8676745232988354,-27.431328068749746,-46.33977587276405,-53.68400384708485,-50.70665889295848,-34.86401795195341,-35.8732986711413,-31.026247041429183,-50.20151836732806,-77.01256687681969,-70.63255196553172,-88.24486382263507,-59.69307941903772,-65.17044257956698,-59.44563145448953,-72.83080009151013
20,8.070238010255775,38.28882785393739,5.593529235554176,40.10124583975226,51.394148113024784,14.60943181356876,-10.41847509034358,-5.505485803989947,16.50337938385401,-67.85910278239578,-23.677319483823737,39.690477359600976,-1.4450999833826699,13.48640143568513,17.294706982042214,-26.422479641867255,-9.944069765957817,-21.846768039443113,60.63971021492476,2.888407746805106
21,40.78455233934909,-44.20539893400266,-43.04730455172288,-3.974431654536974,-42.649049821796446,6.14699530916298,-7.503857393152042,28.996574081512176,-7.4133629093622755,-35.488002811314395,-8.298371001889013,12.928088219977074,8.311077161025953,33.886690424419506,-2.604941061765281,-1.3784734831721237,44.3891797074511,41.545266761895675,73.39227265770984,8.586331159742349
22,-22.57894670024616,-58.00240940822488,-108.34536870985264,-117.14135420022286,-48.6183414347571,48.418458753579976,0.2998944578373866,-21.341280084731093,-26.91497782409198,-40.033670275507795,8.754488896534799,41.89693143451432,-1.1388323144945545,11.6156813021552,46.15424861805469,-20.3135236338876,10.34224812796921,12.830022437769763,-12.260288555079079,-69.45390988009618
23,66.04273823156758,101.01979076006242,88.5495287137634,55.0091617035924,20.52078522986779,52.941190890992814,76.02231404762802,30.476629417749976,52.88689978879898,11.836517258193771,84.29114362276071,98.41099460879497,44.5262699566215,17.34698305681039,67.05280423383063,99.68449059528378,50.67332088047513,88.50738280770561,96.61461792858898,92.49897902808131
24,-33.092657048417166,-52.41226271205122,-54.68181782408134,-14.698837471757503,6.405020535804179,39.77697750800574,74.07723908740596,32.83090006040311,91.84693724710415,95.36967250724405,39.468674266350504,-13.138716775545324,-31.380765665720265,15.896368360217057,0.439900125834977,7.367838142323731,-31.76033074169016,-29.7966458745724,-36.235600691385436,-50.35898732589662
25,23.868137252136055,60.11560826953687,45.704454936841174,8.806809545845608,40.56476593396558,20.2961715494068,19.327124904841934,9.13484611131275,19.441725315610093,3.449590415693501,36.16028707853886,40.83611645364586,19.00219555154229,20.022102682030756,8.76259921441497,77.1911982088563,-20.60557070763371,22.278132270308255,25.906609540543286,64.91424796260394
26,-21.725970617779325,-21.221706570759864,-10.135859440296338,-15.592588584116985,-22.583147370123626,-81.26437442385264,-56.093204731775046,-20.43898547658924,37.36752598149453,-6.257387832305082,-6.039371276356323,-11.16810335845984,-52.4692176464287,-57.42959703659654,-54.211282507230514,-59.43300716937353,-44.28382660981958,-50.71256535562492,-56.79053272897587,-6.687696959059311
27,42.81597944226465,85.95019279158093,45.146098776269795,42.48564027883796,37.961941579159024,45.71921431496155,37.56705322386833,93.17233411458822,45.112338965597694,100.23163206771034,85.95376080517732,73.09892830499776,47.906609525287266,83.98446744379295,92.95748906583715,131.6759591735735,81.11208934633706,103.62185655996336,89.39950635674694,38.94182075090779
28,50.25584541766225,54.34075637562829,53.06043818639163,-57.86139898949949,8.828876022070315,-32.528821036768534,-36.4546499316031,-80.62302321839644,-75.60472321584476,8.636577386771837,-7.388308394916582,-29.253249229401337,-4.824364634295226,-5.717611143167323,-28.10896706153968,-70.56258047949666,-54.31553085551392,-20.940165497001537,-44.30691294560578,19.833133301535497
29,-30.10958307147685,-49.027613227796124,-23.572233800583497,-29.831857860677744,-73.57804541994517,-43.50731036338923,34.84674353014348,-25.568348997782678,-45.90230938413454,-11.421242741602464,41.839733624979814,48.24027238472799,28.95231519100465,11.084590053600099,-49.22044279282946,-39.13037220176462,-53.15239466211283,-85.30295408064106,-41.86103611501644,-18.99043200630348
30,13.856558797399838,-0.8319571604838132,-9.512591692095823,18.00222020568907,-76.10574282580794,-21.701175567978183,-41.541136811203124,-2.3241192033269216,-39.331948275199906,9.546260897599945,-52.758287085593864,-52.6009228905557,-60.257933215795454,-76.5635570823964,-33.64356099469262,-47.53034519233297,27.688319986284647,4.591289431620817,14.491447805346034,8.596268644034643
